,병원코드,병원명,명칭,분류,소분류,중분류,중복컬럼_1,중복컬럼_2,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
1806,37204441,한미병원,MRI(일반-판독) 각 부위 당,자기공명영상진단료(MRI),,,,,"400,000",,,,"(Brain, C-spine, T-spine, L-spine, Shoulder, Elbow, Wrist, Hip, Knee, Ankle, Sacroiliac, Plevis, Hand, Arm, Foot, Leg)",급여 인정기준 외실시한 경우 비급여,,
1807,37204441,한미병원,MRA(판독),자기공명영상진단료(MRI),,,,,"400,000",,,,MRI+Angio(3D뇌혈관 검사),급여 인정기준 외실시한 경우 비급여,,
1808,37204441,한미병원,Brain Diffusion(판독),자기공명영상진단료(MRI),,,,,"150,000",,,,뇌관류검사(뇌경색진단),급여 인정기준 외실시한 경우 비급여,,
1809,37204441,한미병원,Brain+Brain Diffusion(판독),자기공명영상진단료(MRI),,,,,"500,000",,,,뇌 일반적인검사+뇌관류 검사(뇌경색진단),급여 인정기준 외실시한 경우 비급여,,
1810,37204441,한미병원,Whole spine,자기공명영상진단료(MRI),,,,,"700,000",,,,전체 척추 병변진단 검사,급여 인정기준 외실시한 경우 비급여,,
1811,37204441,한미병원,"C-T spine, T-L spine",자기공명영상진단료(MRI),,,,,"450,000",,,,"경추+흉추검사, 흉추+요추검사",급여 인정기준 외실시한 경우 비급여,,
1812,37204441,한미병원,post op MRI(일반-판독) 각 부위 당,자기공명영상진단료(MRI),,,,,"250,000",,,,"Knee, Shoulder",급여 인정기준 외실시한 경우 비급여,,
1813,37204441,한미병원,L Spine (P&P) limited(판독),자기공명영상진단료(MRI),,,,,"200,000",,,,,급여 인정기준 외실시한 경우 비급여,,
1814,37204441,한미병원,조영제,자기공명영상진단료(MRI),,,,,"70,000",,,,조영제,급여 인정기준 외실시한 경우 비급여,,
1815,37204441,한미병원,경동맥 검사,경동맥 검사료,,,,,"80,000",,,,경동맥-혈관-두개외 혈관 도플러 초음파,,,
1816,37204441,한미병원,동맥경화도 검사,동맥경화도 검사료,,,,,"50,000",,,,동맥경화도 검사,,,
1817,37204441,한미병원,"인플루엔자A,B바이러스 항원검사[현장검사]",검체검사료,,,,,"30,000",,,,,,,
1818,37204441,한미병원,항CCP항체[IgG](류마티스성 관절염 진단검사),검체검사료,,,,,"40,000",,,,,,,
1819,37204441,한미병원,체외충격파치료[근골격계질환],물리치료료,,,,,"50,000",,,,,,,
1820,37204441,한미병원,도수치료 W3(1일당),물리치료료,,,,,"30,000",,,,이학요법료,,,
1821,37204441,한미병원,도수치료 W10(1일당),물리치료료,,,,,"100,000",,,,이학요법료,,,
1822,37204441,한미병원,도수치료 M4(1일당),물리치료료,,,,,"40,000",,,,이학요법료,,,
1823,37204441,한미병원,도수치료 M7(1일당),물리치료료,,,,,"70,000",,,,이학요법료,,,
1824,37204441,한미병원,도수치료 M8(1일당),물리치료료,,,,,"80,000",,,,이학요법료,,,
1825,37204441,한미병원,도수치료 M13(1일당),물리치료료,,,,,"130,000",,,,이학요법료,,,
1826,37204441,한미병원,증식치료(사지관절부위),물리치료료,,,,,"30,000",,,,이학요법료,,,
1827,37204441,한미병원,증식치료(척추부위),물리치료료,,,,,"30,000",,,,이학요법료,,,
1828,37204441,한미병원,증식치료(척추부위2level),물리치료료,,,,,"50,000",,,,이학요법료,,,
1829,37204441,한미병원,증식치료(척추부위3level),물리치료료,,,,,"70,000",,,,이학요법료,,,
1830,37204441,한미병원,신장분사치료 (CRYO-MASTER),물리치료료,,,,,"30,000",,,,이학요법료,,,
1831,37204441,한미병원,신장분사치료 (CRYO-MASTER),물리치료료,,,,,"20,000",,,,이학요법료,,,
1832,37204441,한미병원,모비락스산-1포,투약료,,,,,"2,000",,,,내복약,,,
1833,37204441,한미병원,액티피드정,투약료,,,,,30,,,,내복약,,,
1834,37204441,한미병원,마이드린캅셀,투약료,,,,,160,,,,내복약,,,
1835,37204441,한미병원,트레스탄캅셀,투약료,,,,,700,,,,내복약,,,
1836,37204441,한미병원,리큐어 현탁액20g/1포,투약료,,,,,"3,500",,,,내복약,,,
1837,37204441,한미병원,에스와이무피로신나잘연고(무피로신칼슘),투약료,,,,,"23,000",,,,,,,
1838,37204441,한미병원,인플루엔자백신,주사료,,,,,"40,000",,,,독감주사(피하근육주사),,,
1839,37204441,한미병원,삼진타우로린주사2%250ml(타우로리딘),주사료,,,,,"100,000",,,,,,,
1840,37204441,한미병원,하브릭스주,주사료,,,,,"70,000",,,,A형간염예방주사(피하근육주사),,,
1841,37204441,한미병원,유박스비주1ml,주사료,,,,,"20,000",,,,B형간염예방주사(피하근육주사),,,
1842,37204441,한미병원,콤비플렉스엠시티페리주 375ml,주사료,,,,,"120,000",,,,영양제(정맥주사),,,
1843,37204441,한미병원,멀티비타주,주사료,,,,,"25,000",,,,비타민결핍예방(정맥주사),,,
1844,37204441,한미병원,메리트디주(콜레칼시페롤)0.5ml,주사료,,,,,"40,000",,,,비타민D결핍예방(정맥주사),,,
1845,37204441,한미병원,박티그라(10cm*10cm),주사료,,,,,"3,000",,,,의약품,,,
1846,37204441,한미병원,엘도카인카타플라스마(리도카인)5매/1포,주사료,,,,,"20,000",,,,,,,
1847,37204441,한미병원,I.V.N.T(지씨콜린주),주사료,,,,,"100,000",,,,영양제(정맥주사),,,
1848,37204441,한미병원,안티옥시주,주사료,,,,,"150,000",,,,영양제(정맥주사),,,
1849,37204441,한미병원,팜토미딘주,주사료,,,,,"60,000",,,,마취시투여(정맥주사),,,
1850,37204441,한미병원,지씨엔에이씨주(acetylcysteine),주사료,,,,,"10,000",,,,객담배출,,,
1851,37204441,한미병원,올페인주4ml,주사료,,,,,"5,000",,,,진통억제제(PCA),,,
1852,37204441,한미병원,SUREFUSE-TM전규격,주사료,,,,,"600,000",,,,골 형성유도제,,,
1853,37204441,한미병원,훼렉스 주 5ml,주사료,,,,,"20,000",,,,영양제(정맥주사),,,
1854,37204441,한미병원,비타민C주사(메리트씨주),주사료,,,,,"20,000",,,,비타민결핍예방(정맥주사),,,
1855,37204441,한미병원,비타민D주사(메리트디주),주사료,,,,,"40,000",,,,비타민결핍예방(정맥주사),,,
1856,37204441,한미병원,비타민B1주사(비비에스주),주사료,,,,,"30,000",,,,비타민결핍예방(정맥주사),,,
1857,37204441,한미병원,태반주사(라이넥주),주사료,,,,,"30,000",,,,영양제(정맥주사),,,
1858,37204441,한미병원,간기능회복주사(비치라이트주),주사료,,,,,"30,000",,,,영양제(정맥주사),,,
1859,37204441,한미병원,뇌활성주사(지씨콜린주),주사료,,,,,"30,000",,,,영양제(정맥주사),,,
1860,37204441,한미병원,피로회복주사(안티옥시주),주사료,,,,,"30,000",,,,영양제(정맥주사),,,
1861,37204441,한미병원,하이코민주(히드록소코발라민) 2ml,주사료,,,,,"30,000",,,,,,,
1862,37204441,한미병원,엘카르주 (L-카르니틴),주사료,,,,,"25,000",,,,,,,
1863,37204441,한미병원,경피적 경막외강 신경성형술(재료대포함),주사료,,,,,"1,450,000",,,,E-DEN,,,
1864,37204441,한미병원,경피적 경막외강 신경성형술(재료대포함),주사료,,,,,"1,450,000",,,,NAVI,,,
1865,37204441,한미병원,경피적 경막외강 신경성형술(재료대포함),주사료,,,,,"880,000",,,,EPINAUT,,,
1866,37204441,한미병원,경피적 경막외강 신경성형술(재료대포함),주사료,,,,,"3,750,000",,,,FORAMOON,,,
1867,37204441,한미병원,경피적 풍선확장 경막외강 신경성형술(재료대포함),주사료,,,,,"2,150,000",,,,,,,
1868,37204441,한미병원,추간판내 고주파 열치료술,주사료,,,,,"2,800,000",,,,,,,
1869,37204441,한미병원,추간판내 고주파 열치료술 1 LEVEL 추가,주사료,,,,,"450,000",,,,,,,
1870,37204441,한미병원,FIMS(기능적근육내에자극치료),주사료,,,,,"1,220,000",,,,Shoulder+마취와 재료대포함,,,
1871,37204441,한미병원,FIMS(기능적근육내에자극치료),주사료,,,,,"1,470,000",,,,Ankle+마취와 재료대포함,,,
1872,37204441,한미병원,프롤로테라피(증식치료),주사료,,,,,"30,000",,,,,,,
1873,37204441,한미병원,프리베나13주,주사료,,,,,"150,000",,,,(폐렴구균씨알엠(CRM197)단백접합백신),,,
1874,37204441,한미병원,조스타박스주(대상포진생바이러스백신),주사료,,,,,"180,000",,,,,,,
1875,37204441,한미병원,카비파라세타몰주(아세트아미노펜)100ml,주사료,,,,,"35,000",,,,,,,
1876,37204441,한미병원,에취라제주사1500iu(히알우로니다제),주사료,,,,,"50,000",,,,,,,
1877,37204441,한미병원,노트롬액,주사료,,,,,"5,000",,,,,,,
1878,37204441,한미병원,뉴클레오주(폴리데옥시리보뉴클레오티드나트륨),주사료,,,,,"50,000",,,,,,,
1879,37204441,한미병원,브리디온주2ml(슈가마덱스나트륨),주사료,,,,,"150,000",,,,,,,
1880,37204441,한미병원,카티스템(Cartistem),치료재료대,,,,,"5,900,000",,,,중간엽줄기세포,,,
1881,37204441,한미병원,카티스템(Cartistem),치료재료대,,,,,"2,100,000",,,,줄기세포투여술,,,
1882,37204441,한미병원,BMAC(자가골수줄기세포치료),치료재료대,,,,,"2,420,000",,,,자가 골수 줄기세포 치료-연골결손,,,
1883,37204441,한미병원,BMAC(자가골수줄기세포치료),치료재료대,,,,,"1,800,000",,,,TRICELL BMC KIT전규격,,,
1884,37204441,한미병원,BMAC(자가골수줄기세포치료),치료재료대,,,,,"3,380,000",,,,CHONDRO-GIDE전규격,,,
1885,37204441,한미병원,Knee Brace,치료재료대,,,,,"80,000",,,,무릎수술 후 착용하는 보조기,,,
1886,37204441,한미병원,HYPAFIX전규격(10*20CM),치료재료대,,,,,500,,,,부직반창고,,,
1887,37204441,한미병원,HYPAFIX전규격(10*10CM),치료재료대,,,,,300,,,,부직반창고,,,
1888,37204441,한미병원,웰픽스(welfix)알파반창고(4.5*5.5),치료재료대,,,,,800,,,,상처부위 회복 및 부산물 흡수,,,
1889,37204441,한미병원,웰픽스(welfix)알파반창고(7*10),치료재료대,,,,,"1,500",,,,상처부위 회복 및 부산물 흡수,,,
1890,37204441,한미병원,유밴드,치료재료대,,,,,"40,000",,,,압박용붕대,,,
1891,37204441,한미병원,MEPILEX BORDER POST-OP[8*6cm],치료재료대,,,,,"12,000",,,,수술부위 상처 회복 및 부산물 흡수,,,
1892,37204441,한미병원,MEPILEX BORDER POST-OP[20*10cm],치료재료대,,,,,"23,000",,,,수술부위 상처 회복 및 부산물 흡수,,,
1893,37204441,한미병원,MEPILEX BORDER POST-OP[30*10cm],치료재료대,,,,,"30,000",,,,수술부위 상처 회복 및 부산물 흡수,,,
1894,37204441,한미병원,OPSITE POST-OP 전규격[5*6.5cm],치료재료대,,,,,"3,000",,,,,,,
1895,37204441,한미병원,OPSITE POST-OP전규격[10*20cm],치료재료대,,,,,"7,000",,,,,,,
1896,37204441,한미병원,OPSITE POST-OP전규격[10*25cm],치료재료대,,,,,"10,000",,,,,,,
1897,37204441,한미병원,MEGAFILL전규격(4cc),치료재료대,,,,,"3,300,000",,,,손상 된 연골 보충,,,
1898,37204441,한미병원,EZ REGULAR MICRO FILTER 5um,치료재료대,,,,,"10,000",,,,수액세트,,,
1899,37204441,한미병원,CARTIFILL 전규격,치료재료대,,,,,"3,000,000",,,,연골조직 수복용 생체치료,,,
1900,37204441,한미병원,3M COBAN SELF-ADHERENT WRAP전규격(1회),치료재료대,,,,,"1,000",,,,자가 점착식 밴드,,,
1901,37204441,한미병원,VACO SPLINT 전규격(PED),치료재료대,,,,,"530,000",,,,,,,
1902,37204441,한미병원,AIR WALKING BOOT 전규격,치료재료대,,,,,"250,000",,,,,,,
1903,37204441,한미병원,K-D CLAMP 전규격,치료재료대,,,,,"200,000",,,,내향성발톱 보조기,,,
1904,37204441,한미병원,HALLUFIX BUNION AID SPLINT전규격,치료재료대,,,,,"120,000",,,,상처부위 회복 및 부산물 흡수,,,
1905,37204441,한미병원,"DELUXE WRIST SPLINT 9"" 전규격",치료재료대,,,,,"35,000",,,,,,,
1906,37204441,한미병원,THUMB WRIST SPLINT 전규격,치료재료대,,,,,"25,000",,,,,,,
1907,37204441,한미병원,ACL BRACE 전규격,치료재료대,,,,,"280,000",,,,,,,
1908,37204441,한미병원,DELUXE CERVICAL COLLAR 전규격,치료재료대,,,,,"100,000",,,,,,,
1909,37204441,한미병원,LITE LSO BACK BRACE 전규격,치료재료대,,,,,"100,000",,,,,,,
1910,37204441,한미병원,MESH HINGED KNEE BRACE전규격,치료재료대,,,,,"100,000",,,,,,,
1911,37204441,한미병원,깁스신발,치료재료대,,,,,"8,000",,,,재료대,,,
1912,37204441,한미병원,벨포밴드,치료재료대,,,,,"30,000",,,,재료대,,,
1913,37204441,한미병원,Gutter finger splint,치료재료대,,,,,"5,000",,,,,,,
1914,37204441,한미병원,A/L 스프린트,치료재료대,,,,,"5,000",,,,재료대,,,
1915,37204441,한미병원,목발,치료재료대,,,,,"20,000",,,,재료대,,,
1916,37204441,한미병원,팔걸이,치료재료대,,,,,"5,000",,,,재료대,,,
1917,37204441,한미병원,손목아대,치료재료대,,,,,"5,000",,,,재료대,,,
1918,37204441,한미병원,발목아대(기본),치료재료대,,,,,"5,000",,,,재료대,,,
1919,37204441,한미병원,무릎아대,치료재료대,,,,,"5,000",,,,재료대,,,
1920,37204441,한미병원,무릎보호대,치료재료대,,,,,"30,000",,,,재료대,,,
1921,37204441,한미병원,8자붕대,치료재료대,,,,,"15,000",,,,재료대,,,
1922,37204441,한미병원,Air Cast Shoes,치료재료대,,,,,"100,000",,,,재료대,,,
1923,37204441,한미병원,환의(상),치료재료대,,,,,"5,000",,,,재료대,,,
1924,37204441,한미병원,환의(하),치료재료대,,,,,"5,000",,,,재료대,,,
1925,37204441,한미병원,3M TEGADERM CHG DRESSING전규격,치료재료대,,,,,"12,000",,,,정맥주사용 고정밴드,,,
1926,37204441,한미병원,에드플렉스-에스아이전규격,치료재료대,,,,,"1,300",,,,,,,
1927,37204441,한미병원,콘쥬란주(CONJURAN),치료재료대,,,,,"200,000",,,,조직수복용생체재료,,,
1928,37204441,한미병원,큐어젠전규격(301),치료재료대,,,,,"250,000",,,,콜라겐 보충성분,,,
1929,37204441,한미병원,큐어젠전규격(303),치료재료대,,,,,"850,000",,,,,,,
1930,37204441,한미병원,REGENSEAL전규격(601),치료재료대,,,,,"1,800,000",,,,,,,
1931,37204441,한미병원,COLTRIX전규격(콜트릭스 카트리젠),치료재료대,,,,,"3,000,000",,,,조직재생 유도를 위한 콜라겐 공급,,,
1932,37204441,한미병원,인스틸라젤,치료재료대,,,,,"15,000",,,,,,,
1933,37204441,한미병원,EZ-FIX PLUS전규격,치료재료대,,,,,"20,000",,,,Hemovac 고정밴드,,,
1934,37204441,한미병원,케어픽스알파반창고전규격,치료재료대,,,,,"2,000",,,,,,,
1935,37204441,한미병원,Green-Medi 필터주사기,치료재료대,,,,,"2,000",,,,주사기사용시 유리조각침투 방지,,,
1936,37204441,한미병원,NEO SKIN-D전규격 1g,치료재료대,,,,,"30,000",,,,접착성투명창상피복제,,,
1937,37204441,한미병원,POVIS STN 전규격,치료재료대,,,,,"40,000",,,,,,,
1938,37204441,한미병원,수성멸균흡수패드(10*10),치료재료대,,,,,"1,500",,,,,,,
1939,37204441,한미병원,수성멸균흡수패드(20*20),치료재료대,,,,,"5,500",,,,,,,
1940,37204441,한미병원,콜라폼A(COLLAFORM A) 전규격,치료재료대,,,,,"300,000",,,,,,,
1941,37204441,한미병원,DUAL INTERVEN / NEXOSEAL 전규격,치료재료대,,,,,"50,000",,,,,,,
1942,37204441,한미병원,Soft Fix-C,치료재료대,,,,,"35,000",,,,카테터 고정용 패치,,,
1943,37204441,한미병원,GUARDIX-SP 전규격,치료재료대,,,,,"200,000",,,,수술부위 유착방지제,,,
1944,37204441,한미병원,엘라반멸균반창고(전규격),치료재료대,,,,,"2,000",,,,,,,
1945,37204441,한미병원,SILI-TAPE 전규격,치료재료대,,,,,"8,000",,,,,,,
1946,37204441,한미병원,EZ-PLUS SILICON TAPE전규격,치료재료대,,,,,"20,000",,,,실리콘 테이프,,,
1947,37204441,한미병원,DCLIP전규격,치료재료대,,,,,"20,000",,,,,,,
1948,37204441,한미병원,BAP SCAR CARE GEL전규격,치료재료대,,,,,"55,000",,,,흉터 치료제,,,
1949,37204441,한미병원,일반진단서,제증명 수수료,,,,,"15,000",,,,,의료법 시행규칙제9조[서식5의2],,
1950,37204441,한미병원,영문진단서,제증명 수수료,,,,,"15,000",,,,,,,
1951,37204441,한미병원,근로능력평가용 진단서,제증명 수수료,,,,,"10,000",,,,,,,
1952,37204441,한미병원,장애진단서,제증명 수수료,,,,,"15,000",,,,일반장애,장애인복지법 시행규칙제3조 별지(서식3),,
1953,37204441,한미병원,소견서,제증명 수수료,,,,,"10,000",,,,,,,
1954,37204441,한미병원,소견서,제증명 수수료,,,,,"10,000",,,,보험회사,,,
1955,37204441,한미병원,상해진단서,제증명 수수료,,,,,"100,000",,,,전치 3주미만,의료법 시행규칙제9조(서식5의 3),,
1956,37204441,한미병원,상해진단서,제증명 수수료,,,,,"150,000",,,,전치 3주이상,,,
1957,37204441,한미병원,후유장해진단서,제증명 수수료,,,,,"100,000",,,,,,,
1958,37204441,한미병원,병무용진단서,제증명 수수료,,,,,"20,000",,,,,,,
1959,37204441,한미병원,재발급,제증명 수수료,,,,,"1,000",,,,1장당,,,
1960,37204441,한미병원,향후치료비추정서,제증명 수수료,,,,,"50,000",,,,천만원 미만,,,
1961,37204441,한미병원,향후치료비추정서,제증명 수수료,,,,,"100,000",,,,천만원 이상,,,
1962,37204441,한미병원,사망진단서,제증명 수수료,,,,,"10,000",,,,2장기본,의료법 시행규칙제10조 [서식6],,
1963,37204441,한미병원,입/통원 확인서,제증명 수수료,,,,,"1,000",,,,,,,
1964,37204441,한미병원,의사소견서-노인장기요양,제증명 수수료,,,,,"7,110",,,,(일반20%),,,
1965,37204441,한미병원,의사소견서-노인장기요양,제증명 수수료,,,,,"3,550",,,,(수급권자10%),,,
1966,37204441,한미병원,의사소견서-노인장기요양,제증명 수수료,,,,,"35,570",,,,(의뢰서없이 내원),,,
1967,37204441,한미병원,의무기록사본,제증명 수수료,,,,,"1,000",,,,,,,
1968,37204441,한미병원,CD복사,제증명 수수료,,,,,"10,000",,,,,,,
1969,11206438,서울제이에스병원,BM5101LX,처치재료,,,,,"1,200",,,3M SOFT CLOTH WITH    LINER (픽싱롤 - fix roll) 10CM,,,,
1970,11206438,서울제이에스병원,BM5101LX15,처치재료,,,,,"1,800",,,3M SOFT CLOTH WITH    LINER (픽싱롤 - fix roll) 15CM,,,,
1971,11206438,서울제이에스병원,SPRO,처치재료,,,,,"80,000",,,SPINE    PROLOTHERAPY-8,,,,
1972,11206438,서울제이에스병원,BM5110IXB,처치재료,,,,,"110,000",,,콘투락투벡스 패치 1박스(21장)    오버나이트 인텐시브패,,,,
1973,11206438,서울제이에스병원,BM5110IXA,처치재료,,,,,"6,000",,,콘투락투벡스 패치 1장(6000원)    오버나이트 인텐시브패,,,,
1974,11206438,서울제이에스병원,SIL,마취재료료,,,,,"25,000",,,EZ-PLUS SILICONE TAPE    / 4cm * 12cm,,,,
1975,11206438,서울제이에스병원,BJ4801GZ,수술재료,,,,,"800,000",,,Abel Epidural    Catheter (PEN- 경추용),,,,
1976,11206438,서울제이에스병원,650800110,수술재료,,,,,"20,000",,,bonewax 2.5g    ethicon,,,,
1977,11206438,서울제이에스병원,CG1,수술재료,,,,,"300,000",,,"CG    PASTE(수술/1CC/300,000)",,,,
1978,11206438,서울제이에스병원,CG2,수술재료,,,,,"200,000",,,"CG    PASTE(외래/1CC/200,000)",,,,
1979,11206438,서울제이에스병원,CG23,수술재료,,,,,"3,500,000",,,CHONDRO-GIDE    20×30,,,,
1980,11206438,서울제이에스병원,CG3,수술재료,,,,,"3,800,000",,,CHONDRO-GIDE    30×40,,,,
1981,11206438,서울제이에스병원,BTB01019,수술재료,,,,,"2,500,000",,,CORNERSTONE    L-ASR,,,,
1982,11206438,서울제이에스병원,BC0106BU,수술재료,,,,,"1,100,000",,,DB STIK (DBM STIK)    1CC,,,,
1983,11206438,서울제이에스병원,BC0101BU-1,수술재료,,,,,"700,000",,,Demios DBM (1cc),,,,
1984,11206438,서울제이에스병원,DDBM1,수술재료,,,,,"700,000",,,Demios DBM (1cc)    /남양,,,,
1985,11206438,서울제이에스병원,BC0101BU,수술재료,,,,,"1,750,000",,,Demios DBM    (2.5CC),,,,
1986,11206438,서울제이에스병원,BF0001DB,수술재료,,,,,"5,000,000",,,DISCOCERV(mobi-c),,,,
1987,11206438,서울제이에스병원,BJ4801GV,수술재료,,,,,"800,000",,,EDEN EPIDURAL    CATHETER (경추용),,,,
1988,11206438,서울제이에스병원,ESWT3,수술재료,,,,,"210,000",,,eswt+prolo    체외충격파치료+증식치료,,,,
1989,11206438,서울제이에스병원,EXLOON,수술재료,,,,,"2,000,000",,,"EXLOON-X    (Kyphoplasty,더에스엘)",,,,
1990,11206438,서울제이에스병원,BJ4801DA,수술재료,,,,,"1,400,000",,,EXPENDIO BALLOON    CATHETER,,,,
1991,11206438,서울제이에스병원,FNS,수술재료,,,,,"1,500",,,Filter Needle With    Syringe(필터실린지),,,,
1992,11206438,서울제이에스병원,646601400,수술재료,,,,,"800,000",,,Floseal,,,,
1993,11206438,서울제이에스병원,BJ4803XU-C,수술재료,,,,,"4,500,000",,,G/ NEEDLEVIEW CH    (TELA cath - 목),,,,
1994,11206438,서울제이에스병원,BJ4803XU-L,수술재료,,,,,"4,200,000",,,G/ NEEDLEVIEW CH    (TELA cath - 허리),,,,
1995,11206438,서울제이에스병원,BM0301GI,수술재료,,,,,"11,000",,,Goclean Filter    Polypropylene (innofuser),,,,
1996,11206438,서울제이에스병원,BC0105AW-1,수술재료,,,,,"1,750,000",,,GRAFTON DBM PUTTY    2.5cc,,,,
1997,11206438,서울제이에스병원,BC0105AW,수술재료,,,,,"3,500,000",,,GRAFTON DBM PUTTY    5cc,,,,
1998,11206438,서울제이에스병원,BJ70010H,수술재료,,,,,"250,000",,,"Hemostatic Gauze /    250,000",,,,
1999,11206438,서울제이에스병원,MEGAS,수술재료,,,,,"250,000",,,HM MEGAFIX Screw (한시적    비급여),,,,
2000,11206438,서울제이에스병원,MEGAR,수술재료,,,,,"100,000",,,HM MEGAFIX SET ROD    (한시적 비급여),,,,
2001,11206438,서울제이에스병원,MEGAC,수술재료,,,,,"353,170",,,HM PLIF CAGE (한시적    비급여),,,,
2002,11206438,서울제이에스병원,BC0101BG-1,수술재료,,,,,"700,000",,,Intergro Dbm 1cc    (Dbm+Lipid Carrier),,,,
2003,11206438,서울제이에스병원,BC0101BG-2,수술재료,,,,,"1,400,000",,,Intergro Dbm 2cc    (Dbm+Lipid Carrier),,,,
2004,11206438,서울제이에스병원,BC0101BG-5,수술재료,,,,,"3,500,000",,,Intergro Dbm 5cc    (Dbm+Lipid Carrier),,,,
2005,11206438,서울제이에스병원,KD,수술재료,,,,,"280,000",,,K-D CLAMP / 케이디    클램프,,,,
2006,11206438,서울제이에스병원,BF0201DA,수술재료,,,,,"2,000,000",,,LDISQ,,,,
2007,11206438,서울제이에스병원,BF0202DA,수술재료,,,,,"2,200,000",,,LDISQ-C,,,,
2008,11206438,서울제이에스병원,BM2101QT,수술재료,,,,,"500,000",,,MEDICLORE 1.5cc,,,,
2009,11206438,서울제이에스병원,BM0301HZ,수술재료,,,,,"11,000",,,MINI VOLUME EXTENSION    LINE(의약품주입여과기),,,,
2010,11206438,서울제이에스병원,BF0001KV,수술재료,,,,,"5,000,000",,,"Mobi-C With Plug    & Fit Vitalium(Cocrmo) Alloy,",,,,
2011,11206438,서울제이에스병원,BM1302VA,수술재료,,,,,"1,500",,,NEEDLE SYRINGE    FILTER  (필터주사기),,,,
2012,11206438,서울제이에스병원,BF0101PG,수술재료,,,,,"800,000",,,OXIPLEX,,,,
2013,11206438,서울제이에스병원,BK7000YU,수술재료,,,,,"35,000",,,"POVIS STN(포비스/수술용    스타키넷/35,000/태양 메디칼",,,,
2014,11206438,서울제이에스병원,BC0101BU-2,수술재료,,,,,"700,000",,,Rafugen Dbm 1cc Gel    Human Dbm+Porcine Collagen,,,,
2015,11206438,서울제이에스병원,BC0103BU,수술재료,,,,,"700,000",,,RAFUGEN DBM GEL PRO    1CC,,,,
2016,11206438,서울제이에스병원,BC1206RG,수술재료,,,,,"300,000",,,REDIX-L350 (TA),,,,
2017,11206438,서울제이에스병원,BM5003MV,수술재료,,,,,"22,000",,,"SORBACT ABSORBENT    DRESSING(7*9)/22,000",,,,
2018,11206438,서울제이에스병원,BM5005MV,수술재료,,,,,"30,000",,,"SORBACT    GEL(7.5*7.5)/30,000",,,,
2019,11206438,서울제이에스병원,BM5004MV,수술재료,,,,,"25,000",,,"SORBACT Ribbon Gauze    /25,000",,,,
2020,11206438,서울제이에스병원,BM5002MV,수술재료,,,,,"35,000",,,"SORBACT ROUND SWAPS/    SWAB 5개 - 35,000",,,,
2021,11206438,서울제이에스병원,BJ4803RA,수술재료,,,,,"700,000",,,ST. REED    PLUS(신경성형술용),,,,
2022,11206438,서울제이에스병원,94408,수술재료,,,,,"1,500",,,"Steri-strip /    1,500",,,,
2023,11206438,서울제이에스병원,BJ7002XF,수술재료,,,,,"100,000",,,"SURGI-CHITO(13*13/NK메디칼/100,000)",,,,
2024,11206438,서울제이에스병원,BM5000SQ2,수술재료,,,,,"150,000",,,Surgicon    Acetylhexapeptide (수술용),,,,
2025,11206438,서울제이에스병원,BM5000SQ1,수술재료,,,,,"90,000",,,Surgicon    Acetylhexapeptide (외래용),,,,
2026,11206438,서울제이에스병원,TEN2,수술재료,,,,,"350,000",,,"TENDORENGEN(텐도리젠)수술/350,000",,,,
2027,11206438,서울제이에스병원,TEN1,수술재료,,,,,"200,000",,,"TENDORENGEN(텐도리젠)외래/200,000",,,,
2028,11206438,서울제이에스병원,BL6050GH,수술재료,,,,,"2,000,000",,,TRICELL BMC KIT    (B-MAC KIT),,,,
2029,11206438,서울제이에스병원,BM2601AT,수술재료,,,,,"800,000",,,XCM BIOLOGIC TISSUE    MATRIX,,,,
2030,11206438,서울제이에스병원,BC0108ED,수술재료,,,,,"600,000",,,X-STICK DBM    0.5cc,,,,
2031,11206438,서울제이에스병원,BB3200DI,수술재료,,,,,"400,000",,,ZIPLINE SURGICAL SKIN    CLOSURE,,,,
2032,11206438,서울제이에스병원,NAFIX,수술재료,,,,,"2,200",,,나픽스플러스 nafix    plus,,,,
2033,11206438,서울제이에스병원,NOVACOL,수술재료,,,,,"600,000",,,노바콜 피브릴라    0.5g(지혈제),,,,
2034,11206438,서울제이에스병원,BM5001KF,수술재료,,,,,500,,,드레싱케어1호(5*7cm)/    500,,,,
2035,11206438,서울제이에스병원,BM5002KF,수술재료,,,,,600,,,드레싱케어2호(9*7cm) /    600,,,,
2036,11206438,서울제이에스병원,BM5003KF,수술재료,,,,,800,,,드레싱케어3호(9*10cm)/800,,,,
2037,11206438,서울제이에스병원,BM5004KF,수술재료,,,,,"1,200",,,"드레싱케어4호(9*15cm) /    1,200",,,,
2038,11206438,서울제이에스병원,BM5005KF,수술재료,,,,,"1,600",,,"드레싱케어5호(9*20cm) /    1,600",,,,
2039,11206438,서울제이에스병원,BM5006KF,수술재료,,,,,"2,000",,,"드레싱케어6호(9*25cm) /    2,000",,,,
2040,11206438,서울제이에스병원,DK,수술재료,,,,,"2,000",,,드레싱키트 / ONE-KEY,,,,
2041,11206438,서울제이에스병원,BM5101BF,수술재료,,,,,"2,000",,,드레싱키트 / ONE-KEY,,,,
2042,11206438,서울제이에스병원,BJ1002XJ,수술재료,,,,,"16,000",,,"드레인클립(Drain Clip /    16,000)",,,,
