,Unnamed: 0,병원코드,병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
550,550.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,진료기록사본,제증명,,,100,100,PDZ110102,의무기록사본추가1매당(6매이상),,,
551,551.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,진단서,제증명,,,"10,000","10,000",PDZ010000,일반진단서,,,
552,552.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,확인서,제증명,,,"1,000","1,000",PDZ090004,"입원.통원,진료 치료확인서추가당",,,
553,553.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,확인서,제증명,,,"1,000","1,000",PDZ090002,입퇴원확인서,,,
554,554.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,장애진단서,제증명,,,"15,000","15,000",PDZ070001,장애진단서,,,
555,555.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,제증명서 사본,제증명,,,"1,000","1,000",PDZ160000,진단서사본,,,
556,556.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,채용신체 검사서,제증명,,,"35,000","35,000",PDZ010003,채용신검(공무원),,,
557,557.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,채용신체 검사서,제증명,,,"30,000","30,000",PDZ010004,채용신검(일반),,,
558,558.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,향후진료비추정서,제증명,,,"50,000","50,000",PDZ140001,향후치료추정서(1000만미만),,,
559,559.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,향후진료비추정서,제증명,,,"100,000","100,000",PDZ140002,향후치료추정서(1000만이상),,,
560,560.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,후유장애진단서,제증명,,,"10,000","10,000",PDZ070003,후유장애진단서,,,
561,561.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,1인실,실료차,,,"200,000","200,000",ABZ010001,1인실 입원료(10병동)(비급여),,,
562,562.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,1인실,실료차,,,"150,000","150,000",ABZ010001,1인실 입원료(비급여),,,
563,563.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,진단초음파/흉부-유방·액와부 초음파,검사,,,"110,000","110,000",EB4210000,Breast Routine sono (유방.액와부 초음파),,,
564,564.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,체온열검사료,검사,,,"70,000","70,000",EZ7760002,D.I.T.I (적외선체열촬영) - 상지,,,
565,565.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,체온열검사료,검사,,,"70,000","70,000",EZ7760002,D.I.T.I (적외선체열촬영) - 하지,,,
566,566.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,체온열검사료,검사,,,"100,000","100,000",EZ7760001,D.I.T.I (적외선체열촬영) 전신,,,
567,567.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,진단초음파/두경부-경부 초음파,검사,,,"100,000","100,000",EB4150000,Neck Routine sono (갑상선.부갑상선 제외한 경부),,,
568,568.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,진단초음파/두경부-경부 초음파,검사,,,"100,000","100,000",EB4140000,Thyroid Gland sono (갑상선.부갑상선),,,
569,569.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,동맥경화도검사(맥파전달속도측정),검사,,,"50,000","50,000",EZ8680000,동맥경화 협착검사,,,
570,570.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,동적족저압측정,검사,,,"40,000","40,000",EZ7770000,동적 족저압측정,,,
571,571.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,동적족저압측정,검사,,,"20,000","20,000",EZ7770000,동적 족저압측정(Simple),,,
572,572.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,인플루엔자 A?B 바이러스 항원검사〔현장검사〕,검사,,,"20,000","20,000",CZ3940000,인플루엔자 A·B 바이러스항원검사 [현장검사],,,
573,573.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4680000,Ankle sono(편측),,,
574,574.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4700000,Back sono(근골격-연부조직-일반),,,
575,575.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4700000,Buttock sono(근골격-연부조직-일반),,,
576,576.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"150,000","150,000",EB4820000,Carotid Doppler sono,,,
577,577.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"180,000","180,000",EB4700000,Cartilage Sono(근골격-연부조직-일반),,,
578,578.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,진단초음파/흉부-유방·액와부 제외한 흉부 초음파,초음파,,,"100,000","100,000",EB4220000,Chest wall sono(유방.액와부 제외),,,
579,579.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,진단초음파/심장-경흉부 심초음파,초음파,,,"170,000","170,000",EB4310000,ECHO-Doppler(경흉부 심초음파-단순),,,
580,580.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4630000,Elbow sono(편측),,,
581,581.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4700000,Forearm sono(근골격-연부조직-일반),,,
582,582.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4700000,Hand sono(근골격-연부조직-일반),,,
583,583.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"60,000","60,000",EB4620000,Joint Sono(발가락(편측)),,,
584,584.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"60,000","60,000",EB4610000,Joint Sono(손가락(편측)),,,
585,585.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4640000,Knee sono(편측),,,
586,586.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4700000,Lower leg sono(근골격-연부조직-일반),,,
587,587.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4660000,Shoulder sono,,,
588,588.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,단순초음파,초음파,,,"30,000","30,000",EB4010000,Simple sono(I),,,
589,589.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,단순초음파,초음파,,,"50,000","50,000",EB4020000,Simple sono(II),,,
590,590.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4650000,Thigh sono(편측),,,
591,591.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4700000,Upper arm sono(근골격-연부조직-일반),,,
592,592.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"160,000","160,000",EB4840000,Upper Extremity Doppler sono(Arterial),,,
593,593.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4670000,Wrist sono(편측),,,
594,594.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"진단초음파/근골격, 연부-관절 초음파",초음파,,,"100,000","100,000",EB4700000,기타 부위 sono(근골격-연부조직-일반),,,
595,595.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-고관절,MRI,,,"550,000","550,000",HE2180000,Hip joint MRI+Contrast,,,
596,596.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-발목관절,MRI,,,"350,000","350,000",HE1210000,Ankle MRI(1.5),,,
597,597.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-발목관절,MRI,,,"450,000","450,000",HE1210000,Ankle MRI(without contrast),,,
598,598.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-발목관절,MRI,,,"550,000","550,000",HE2210000,Ankle MRI+Contrast,,,
599,599.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/혈관-뇌혈관,MRI,,,"470,000","470,000",HI1350001,Brain MR Angio,,,
600,600.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-특수검사/확산,MRI,,,"250,000","250,000",HF1010000,Brain MRI diffusion(확산),,,
601,601.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/뇌,MRI,,,"450,000","450,000",HI1010001,Brain MRI(without contrast),,,
602,602.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/척추-경추,MRI,,,"350,000","350,000",HE1090000,C. Spine MRI(1.5),,,
603,603.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/척추-경추,MRI,,,"450,000","450,000",HE1090000,C. Spine MRI(without contrast),,,
604,604.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/척추-경추,MRI,,,"550,000","550,000",HE2090000,C. Spine MRI+Contrast,,,
605,605.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/혈관-경부혈관,MRI,,,"450,000","450,000",HI1360001,Carotid  Angio MRI,,,
606,606.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-주관절,MRI,,,"350,000","350,000",HE1160000,Elbow MRI(1.5),,,
607,607.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-주관절,MRI,,,"450,000","450,000",HE1160000,Elbow MRI(without contrast),,,
608,608.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-주관절,MRI,,,"550,000","550,000",HE2160000,Elbow MRI+Contrast,,,
609,609.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 하지,MRI,,,"350,000","350,000",HE1230000,Femur MRI(1.5),,,
610,610.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 하지,MRI,,,"450,000","450,000",HE1230000,Femur MRI(without contrast),,,
611,611.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 하지,MRI,,,"550,000","550,000",HE2230000,Femur MRI+Contrast,,,
612,612.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 하지,MRI,,,"350,000","350,000",HE1230000,Foot MRI(1.5),,,
613,613.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 하지,MRI,,,"450,000","450,000",HE1230000,Foot MRI(without contrast),,,
614,614.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 하지,MRI,,,"550,000","550,000",HE2230000,Foot MRI+Contrast,,,
615,615.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 상지,MRI,,,"450,000","450,000",HE1220000,Forearm MRI(without contrast),,,
616,616.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 상지,MRI,,,"550,000","550,000",HE2220000,Forearm MRI+Contrast,,,
617,617.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 상지,MRI,,,"350,000","350,000",HE1220000,Hand MRI(1.5),,,
618,618.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 상지,MRI,,,"450,000","450,000",HE1220000,Hand MRI(without contrast),,,
619,619.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 상지,MRI,,,"550,000","550,000",HE2220000,Hand MRI+Contrast,,,
620,620.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-고관절,MRI,,,"350,000","350,000",HE1180000,Hip joint MRI(1.5),,,
621,621.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-고관절,MRI,,,"450,000","450,000",HE1180000,Hip joint MRI(Without contrast),,,
622,622.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 상지,MRI,,,"450,000","450,000",HE1220000,Humerus MRI(without contrast),,,
623,623.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 상지,MRI,,,"550,000","550,000",HE2220000,Humerus MRI+Contrast,,,
624,624.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-슬관절,MRI,,,"450,000","450,000",HE1200000,Knee joint MRI(without contrast),,,
625,625.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-슬관절,MRI,,,"550,000","550,000",HE2200000,Knee joint MRI+Contrast,,,
626,626.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-슬관절,MRI,,,"350,000","350,000",HE1200000,Knee MRI(1.5),,,
627,627.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-슬관절,MRI,,,"200,000","200,000",HE1200000,Knee MRI(TKR),,,
628,628.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/척추-요천추,MRI,,,"350,000","350,000",HE1110000,L. Spine MRI(1.5),,,
629,629.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/척추-요천추,MRI,,,"450,000","450,000",HE1110000,L. Spine MRI(without contrast),,,
630,630.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/척추-요천추,MRI,,,"550,000","550,000",HE2110000,L. Spine MRI+Contrast,,,
631,631.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/척추-척추강,MRI,,,"150,000","150,000",HE1120000,Myelo MRI,,,
632,632.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/두경부-경부,MRI,,,"450,000","450,000",HI1080001,Neck MRI(without contrast),,,
633,633.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-천장골관절,MRI,,,"450,000","450,000",HE1190000,S-I Joint MRI(without contrast),,,
634,634.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-천장골관절,MRI,,,"550,000","550,000",HE2190000,S-I Joint MRI+Contrast,,,
635,635.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-천장골관절,MRI,,,"450,000","450,000",HE1190000,Sacrum MRI(without contrast),,,
636,636.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-천장골관절,MRI,,,"550,000","550,000",HE2190000,Sacrum MRI+Contrast,,,
637,637.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-견관절,MRI,,,"620,000","620,000",HE2150000,Shoulder MR Arthrography,,,
638,638.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-견관절,MRI,,,"350,000","350,000",HE1150000,Shoulder MRI(1.5),,,
639,639.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-견관절,MRI,,,"450,000","450,000",HE1150000,Shoulder MRI(without contrast),,,
640,640.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-견관절,MRI,,,"550,000","550,000",HE2150000,Shoulder MRI+Contrast,,,
641,641.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,"MRI-기본검사/척추-경추, 흉추, 요천추와 척추강을 동시촬영",MRI,,,"600,000","600,000",HE1140000,"Spine(경추,흉추,요천추)&Myelo MRI 추가시 별도산정",,,
642,642.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/척추-흉추와 요천추를 동시촬영,MRI,,,"670,000","670,000",HE1130000,T-L SPINE MRI(흉요추 추가시 별도산정),,,
643,643.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/척추-흉추,MRI,,,"450,000","450,000",HE1100000,T. Spine MRI(without contrast),,,
644,644.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/척추-흉추,MRI,,,"550,000","550,000",HE2100000,T. Spine MRI+Contrast,,,
645,645.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 하지,MRI,,,"450,000","450,000",HE1230000,Tibia MRI(without contrast),,,
646,646.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-관절외 하지,MRI,,,"550,000","550,000",HE2230000,Tibia MRI+Contrast,,,
647,647.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-수관절,MRI,,,"350,000","350,000",HE1170000,Wrist MRI(1.5),,,
648,648.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-수관절,MRI,,,"450,000","450,000",HE1170000,Wrist MRI(without contrast),,,
649,649.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,MRI-기본검사/근골격계-수관절,MRI,,,"550,000","550,000",HE2170000,Wrist MRI+Contrast,,,
650,650.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,대상포진,예방접종,,,"170,000","170,000",3Z5200302,Zostavax inj(환자용),,,
651,651.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,인플루엔자,예방접종,,,"35,000","35,000",3Z5201101,인플루엔자 백신주 (성인),,,
652,652.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,폐렴구균,예방접종,,,"40,000","40,000",3Z5201704,프로디악스-23 프리필드시린지(폐렴구균백신),,,
653,653.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,폐렴구균,예방접종,,,"128,000","128,000",3Z5201701,프리베나13주,,,
654,654.0,21203512,의료법인 상원의료재단 부산힘찬병원,,,척추경막외 유착방지제,예방접종,,,"500,000","500,000",BF0101VT,하이배리(Hibarry) 1.5cc,,,
655,655.0,11206314,달려라병원,일반구급차 이송처치료 기본요금(10km이내),구급차사용료,,,,"30,000",,,,,,,
656,656.0,11206314,달려라병원,"일반구급차 이송처치료 부가요금(의사,간호사 또는 응급",구급차사용료,,,,"22,500",,,,,,,
657,657.0,11206314,달려라병원,일반구급차 이송처치료 추가요금(10km초과 1km당),구급차사용료,,,,"1,000",,,,,,,
658,658.0,11206314,달려라병원,발가락스프린트(Toe Splint),기브스료,,,,"10,000",,,,,,,
659,659.0,11206314,달려라병원,(전규격)알루미늄스프린트(Aluminium splint),기브스료,,,,"5,000",,,,,,,
660,660.0,11206314,달려라병원,(전규격)스텍 스프린트(Mallet finger Splint),기브스료,,,,"10,000",,,,,,,
661,661.0,11206314,달려라병원,8자 밴드,기브스료,,,,"20,000",,,,,,,
662,662.0,11206314,달려라병원,Rib band(전규격),기브스료,,,,"15,000",,,,,,,
663,663.0,11206314,달려라병원,피코라이트산 3포/1box,내복약,,,,"18,000",,,,,,,
664,664.0,11206314,달려라병원,스티몰액 10ml,내복약,,,,"3,300",,,,,,,
665,665.0,11206314,달려라병원,트레스탄캅셀,내복약,,,,450,,,,,,,
666,666.0,11206314,달려라병원,액티피드정,내복약,,,,100,,,,,,,
667,667.0,11206314,달려라병원,카티젤겔8.5g(리도카인염산염수화물),마취재료료,,,,"9,000",,,,,,,
668,668.0,11206314,달려라병원,"Closed Suction Set Abs,Pvc",마취재료료,,,,"150,000",,,,,,,
669,669.0,11206314,달려라병원,엠픽스실리콘반창고 1.5*30cm,마취재료료,,,,"40,000",,,,,,,
670,670.0,11206314,달려라병원,A-Feto Protein(양수),면역혈청검사,,,,"22,600",,,,,,,
671,671.0,11206314,달려라병원,인플루엔자A/B바이러스항원검사[현장검사],면역혈청검사,,,,"20,000",,,,,,,
672,672.0,11206314,달려라병원,HCV 항체검사 [간이검사]OraQuick 키트,면역혈청검사,,,,"45,000",,,,,,,
673,673.0,11206314,달려라병원,인플루엔자바이러스 A,면역혈청검사,,,,"130,000",,,,,,,
674,674.0,11206314,달려라병원,(비급여)Helicobacter pylori검사(Urease Breath Test),미생물검사,,,,"30,000",,,,,,,
675,675.0,11206314,달려라병원,Atlas K Brace (목보조기),보조기료,,,,"200,000",,,,,,,
676,676.0,11206314,달려라병원,Redix-L330(Lso) (허리보조기),보조기료,,,,"300,000",,,,,,,
677,677.0,11206314,달려라병원,Ortec-Lumbar Ⅲ (허리보조기),보조기료,,,,"100,000",,,,,,,
678,678.0,11206314,달려라병원,TLSO-Wj01 (허리보조기),보조기료,,,,"350,000",,,,,,,
679,679.0,11206314,달려라병원,Gw-L1 (Long arm) (팔꿈치보조기),보조기료,,,,"250,000",,,,,,,
680,680.0,11206314,달려라병원,Rom Knee Brace(ACL) (무릎보조기/전방),보조기료,,,,"220,000",,,,,,,
681,681.0,11206314,달려라병원,Rom Knee Brace(ACL) (무릎보조기/후방),보조기료,,,,"220,000",,,,,,,
682,682.0,11206314,달려라병원,Ortec-Knee I(MCL) (무릎보조기/내측),보조기료,,,,"100,000",,,,,,,
683,683.0,11206314,달려라병원,Rebound Air Walker (발목보조기),보조기료,,,,"250,000",,,,,,,
684,684.0,11206314,달려라병원,(1g)재조합 골형성 단백질을 이용한 척추유합용 골이식술,수술료,,,,"4,500,000",,,,,,,
685,685.0,11206314,달려라병원,(0.5g)재조합 골형성 단백질을 이용한 척추유합용 골이식술,수술료,,,,"2,500,000",,,,,,,
686,686.0,11206314,달려라병원,Dynesis(연성척추고정술),수술료,,,,"2,800,000",,,,,,,
687,687.0,11206314,달려라병원,경피적 경막외강 신경성형술,수술료,,,,"1,500,000~3,200,000",,,,,,,
688,688.0,11206314,달려라병원,경피적 풍선확장경막외강 신경성형술,수술료,,,,"3,200,000~3,500,000",,,,,,,
689,689.0,11206314,달려라병원,"Edenfuse Dbm 및 뼈 분말, Cmc(1cc)",수술재료,,,,"700,000~990,000",,,,,,,
690,690.0,11206314,달려라병원,Regenseal Porcine  Dermal Collagen,수술재료,,,,"120,000~200,000",,,,,,,
691,691.0,11206314,달려라병원,노바콜피브릴라0.5g,수술재료,,,,"1,300,000",,,,,,,
692,692.0,11206314,달려라병원,플로실헤모스태틱매트릭스 5ml/1kit,수술재료,,,,"1,300,000",,,,,,,
693,693.0,11206314,달려라병원,큐블럭 3(Q Block 3) 3.0ml/1sy,수술재료,,,,"900,000",,,,,,,
694,694.0,11206314,달려라병원,카티스템,수술재료,,,,"10,000,000",,,,,,,
695,695.0,11206314,달려라병원,BONEWAX(본왁스)W809T,수술재료,,,,"20,000",,,,,,,
696,696.0,11206314,달려라병원,써지실,수술재료,,,,"120,000",,,,,,,
697,697.0,11206314,달려라병원,하이배리 1.5ml/관,수술재료,,,,"150,000",,,,,,,
698,698.0,11206314,달려라병원,일회용 발 조절식 전기수술기용 전극 Stainless Steel,수술재료,,,,"2,500,000",,,,,,,
699,699.0,11206314,달려라병원,Cornerstone L-Asr Cortical Bone,수술재료,,,,"2,800,000",,,,,,,
700,700.0,11206314,달려라병원,Tiger Wire #2(AR-7203),수술재료,,,,"60,000",,,,,,,
701,701.0,11206314,달려라병원,Opsite Post-OP,수술재료,,,,"3,030~9,130",,,,,,,
702,702.0,11206314,달려라병원,Innomed Silicone Tape(2.5cm*30cm),수술재료,,,,"15,000",,,,,,,
703,703.0,11206314,달려라병원,"(전규격)Dual Patty, En-Chito Dual 키토산 등",수술재료,,,,"100,000",,,,,,,
704,704.0,11206314,달려라병원,Anterior Motion Segment Replacement (TDR),수술재료,,,,"5,000,000",,,,,,,
705,705.0,11206314,달려라병원,Prestige Cervical Disc System Titanium Alloy등,수술재료,,,,"7,000,000",,,,,,,
706,706.0,11206314,달려라병원,Medishield Anti-Adhesion Gel Sodium Carboxymet,수술재료,,,,"1,000,000",,,,,,,
707,707.0,11206314,달려라병원,Bioderm Post-Op Hydrogel 45g,수술재료,,,,"200,000",,,,,,,
708,708.0,11206314,달려라병원,Megaderm Acellular Dermis 1-1.4mm,수술재료,,,,"1,500,000",,,,,,,
709,709.0,11206314,달려라병원,Megaderm Acellular Dermis 2mm,수술재료,,,,"2,000,000",,,,,,,
710,710.0,11206314,달려라병원,Xcm Biologic Tissue Matrix Ecm 등,수술재료,,,,"950,000",,,,,,,
711,711.0,11206314,달려라병원,Megaheal Polysiloxane 등[전규격],수술재료,,,,"55,000",,,,,,,
712,712.0,11206314,달려라병원,Gm Sution Fix,수술재료,,,,"12,000~15,000",,,,,,,
713,713.0,11206314,달려라병원,일반식(1식당)-일반환자,식대료,,,,"8,310",,,,,,,
714,714.0,11206314,달려라병원,보호자식(1식당),식대료,,,,"5,000",,,,,,,
715,715.0,11206314,달려라병원,밥만 잡곡밥(1식당),식대료,,,,"1,000",,,,,,,
716,716.0,11206314,달려라병원,잡곡밥 추가(1식당),식대료,,,,"2,000",,,,,,,
717,717.0,11206314,달려라병원,공기밥,식대료,,,,"1000~2,000",,,,,,,
718,718.0,11206314,달려라병원,1인용 병실료차액,실료차,,,,"200,000",,,,,,,
719,719.0,11206314,달려라병원,태평양알보칠콘센트레이트액 5ml,외용약,,,,"9,950",,,,,,,
720,720.0,11206314,달려라병원,나드란연고 15g,외용약,,,,"3,000",,,,,,,
721,721.0,11206314,달려라병원,베라카인스프레이 1ml,외용약,,,,210,,,,,,,
722,722.0,11206314,달려라병원,실그린크림1g,외용약,,,,24,,,,,,,
723,723.0,11206314,달려라병원,위내시경수면관리료,일반처치료,,,,"70,000",,,,,,,
724,724.0,11206314,달려라병원,대장내시경수면관리료,일반처치료,,,,"80,000",,,,,,,
725,725.0,11206314,달려라병원,위/대장내시경수면관리료,일반처치료,,,,"100,000",,,,,,,
726,726.0,11206314,달려라병원,증식치료,일반처치료,,,,"30,000~450,000",,,,,,,
727,727.0,11206314,달려라병원,Stem cell,일반처치료,,,,"3,000,000",,,,,,,
728,728.0,11206314,달려라병원,MRI C-Spine 외국인(비급여),자기영상(MRI),,,,"1,000,000",,,,,,,
729,729.0,11206314,달려라병원,MRI T-Spine 외국인 (비급여),자기영상(MRI),,,,"1,000,000",,,,,,,
730,730.0,11206314,달려라병원,MRI L-Spine 외국인 (비급여),자기영상(MRI),,,,"1,000,000",,,,,,,
731,731.0,11206314,달려라병원,MRI Shoulder 외국인 (비급여),자기영상(MRI),,,,"1,000,000",,,,,,,
732,732.0,11206314,달려라병원,MRI Knee 외국인(비급여),자기영상(MRI),,,,"1,000,000",,,,,,,
733,733.0,11206314,달려라병원,MRI & Enhance & Angio & Brain(비급여),자기영상(MRI),,,,"750,000",,,,,,,
734,734.0,11206314,달려라병원,MRI & MRA Enhance Brain(비급여),자기영상(MRI),,,,"750,000",,,,,,,
735,735.0,11206314,달려라병원,MRI & Enhance Brachial Plexus(비급여),자기영상(MRI),,,,"700,000",,,,,,,
736,736.0,11206314,달려라병원,MRI & Angio Brain (비급여),자기영상(MRI),,,,"650,000",,,,,,,
737,737.0,11206314,달려라병원,MRI & Enhance Brain - Hippocampus(비급여),자기영상(MRI),,,,"650,000",,,,,,,
738,738.0,11206314,달려라병원,MRI & Enhance Brain(비급여),자기영상(MRI),,,,"650,000",,,,,,,
