,병원코드,병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
2583,11205393,의료법인 상원의료재단 강북힘찬병원,,,상해진단서,제증명,,,"150,000","150,000",PDZ020002,상해진단서(3주이상),,,
2584,11205393,의료법인 상원의료재단 강북힘찬병원,,,영문진단서,제증명,,,"20,000","20,000",PDE010001,영문진단서,,,
2585,11205393,의료법인 상원의료재단 강북힘찬병원,,,진단서,제증명,,,"15,000","15,000",PDZ010000,일반진단서,,,
2586,11205393,의료법인 상원의료재단 강북힘찬병원,,,확인서,제증명,,,"2,000","2,000",PDZ090002,입퇴원확인서,,,
2587,11205393,의료법인 상원의료재단 강북힘찬병원,,,확인서,제증명,,,"2,000","2,000",PDZ090004,입퇴원확인서통원_치료_ 진료 확인서,,,
2588,11205393,의료법인 상원의료재단 강북힘찬병원,,,장애진단서,제증명,,,"15,000","15,000",PDZ070001,장애진단서,,,
2589,11205393,의료법인 상원의료재단 강북힘찬병원,,,확인서,제증명,,,"2,000","2,000",PDZ090007,진료확인서,,,
2590,11205393,의료법인 상원의료재단 강북힘찬병원,,,향후진료비추정서,제증명,,,"50,000","50,000",PDZ140001,향후치료추정서(1000만미만),,,
2591,11205393,의료법인 상원의료재단 강북힘찬병원,,,향후진료비추정서,제증명,,,"100,000","100,000",PDZ140002,향후치료추정서(1000만이상),,,
2592,11205393,의료법인 상원의료재단 강북힘찬병원,,,장애진단서,제증명,,,"100,000","100,000",PDZ070003,후유장애진단서,,,
2593,11205393,의료법인 상원의료재단 강북힘찬병원,,,1인실,실료차,,,"180,000","180,000",ABZ010001,실료차(1인실),,,
2594,11205393,의료법인 상원의료재단 강북힘찬병원,,,2인실,실료차,,,"100,000","100,000",ABZ020001,실료차(2인실),,,
2595,11205393,의료법인 상원의료재단 강북힘찬병원,,,3인실,실료차,,,"70,000","70,000",ABZ030001,실료차(3인실),,,
2596,11205393,의료법인 상원의료재단 강북힘찬병원,,,체온열검사료,검사,,,"100,000","100,000",EZ7760002,D.I.T.I (적외선체열촬영),,,
2597,11205393,의료법인 상원의료재단 강북힘찬병원,,,체온열검사료,검사,,,"200,000","200,000",EZ7760001,D.I.T.I (적외선체열촬영)  전신,,,
2598,11205393,의료법인 상원의료재단 강북힘찬병원,,,인플루엔자 A?B 바이러스 항원검사〔현장검사〕,검사,,,"20,000","20,000",CZ3940000,인플루엔자 A·B 바이러스항원검사 [현장검사],,,
2599,11205393,의료법인 상원의료재단 강북힘찬병원,,,복부초음파(비급여)/ Abdomen & Pelvis Sono,초음파,,,"110,000","110,000",EB4410000,Abdominal Wall sono,,,
2600,11205393,의료법인 상원의료재단 강북힘찬병원,,,유방,초음파,,,"110,000","110,000",EB4210000,Breast Routine sono,,,
2601,11205393,의료법인 상원의료재단 강북힘찬병원,,,경부초음파,초음파,,,"100,000","100,000",EB4140000,Thyroid Gland sono,,,
2602,11205393,의료법인 상원의료재단 강북힘찬병원,,,뇌혈관,MRI,,,"380,000","380,000",HE1350000,Brain MR Angio,,,
2603,11205393,의료법인 상원의료재단 강북힘찬병원,,,뇌,MRI,,,"380,000","380,000",HE1010000,Brain MRI(without contrast),,,
2604,11205393,의료법인 상원의료재단 강북힘찬병원,,,경추(목부위),MRI,,,"380,000","380,000",HE1090000,C. Spine MRI(without contrast),,,
2605,11205393,의료법인 상원의료재단 강북힘찬병원,,,요천추(허리부위),MRI,,,"380,000","380,000",HE1110000,L. Spine MRI(without contrast),,,
2606,31209343,예스병원,병실차액(3인실),상급병실차액,,,,"100,000",,"100,000",,,,,
2607,31209343,예스병원,병실차액(2인실),상급병실차액,,,,"150,000",,,,2인실,,,
2608,11206535,예스병원,병실차액(3인실),상급병실차액,,,,"100,000",,"100,000",,,,,
2609,11206535,예스병원,병실차액(2인실),상급병실차액,,,,"150,000",,,,2인실,,,
2610,38204801,의료법인 상원의료재단 창원힘찬병원,비주요 비급여 검색된 자료가 없습니다.,,,,,비주요 비급여 검색된 자료가 없습니다.,,,,,,,
2611,38204801,의료법인 상원의료재단 창원힘찬병원,,,체외충격파치료〔근골격계질환〕,행위/기타,,,"50,000","50,000",SZ0840000,TNY0078,,,
2612,38204801,의료법인 상원의료재단 창원힘찬병원,,,체외충격파치료〔근골격계질환〕,행위/기타,,,"70,000","70,000",SZ0840000,TNY0079,,,
2613,38204801,의료법인 상원의료재단 창원힘찬병원,,,체외충격파치료〔근골격계질환〕,행위/기타,,,"110,000","110,000",SZ0840000,TNY0080,,,
2614,38204801,의료법인 상원의료재단 창원힘찬병원,,,체외충격파치료〔근골격계질환〕,행위/기타,,,"40,000","40,000",SZ0840000,TNY0081,,,
2615,38204801,의료법인 상원의료재단 창원힘찬병원,,,체외충격파치료〔근골격계질환〕,행위/기타,,,"80,000","80,000",SZ0840000,TNY0082,,,
2616,38204801,의료법인 상원의료재단 창원힘찬병원,,,척추수술-신경성형술,행위/기타,,,"1,180,000","1,180,000",SZ6340000,경피적 경막외강 신경성형술,,,
2617,38204801,의료법인 상원의료재단 창원힘찬병원,,,척추수술-신경성형술,행위/기타,,,"2,200,000","2,200,000",SZ6410000,경피적 풍선확장 경막외강 신경성형),,,
2618,38204801,의료법인 상원의료재단 창원힘찬병원,,,척추수술-신경성형술,행위/기타,,,"1,750,000","1,750,000",SZ6410000,경피적 풍선확장 경막외강 신경성형술,,,
2619,38204801,의료법인 상원의료재단 창원힘찬병원,,,대퇴신경,행위/기타,,,"121,800","121,800",LZ6100000,지속적대퇴신경차단술,,,
2620,38204801,의료법인 상원의료재단 창원힘찬병원,,,척추수술-추간판내 고주파 열치료술,행위/기타,,,"2,290,000","2,290,000",SZ0830000,추간판내 고주파 열치료술(LDISQ),,,
2621,38204801,의료법인 상원의료재단 창원힘찬병원,,,지속적 사각근간 상박신경총 통증자가조절법〔치료재료〕,치료재료,,,"69,750","69,750",BJ4831BP,GBAA063,,,
2622,38204801,의료법인 상원의료재단 창원힘찬병원,,,지속적 대퇴신경차단술〔치료재료〕,치료재료,,,"69,750","69,750",BJ4801AL,GBAA064,,,
2623,38204801,의료법인 상원의료재단 창원힘찬병원,,,진단서,제증명,,,"15,000","15,000",PDZ010000,JXC001,,,
2624,38204801,의료법인 상원의료재단 창원힘찬병원,,,영문진단서,제증명,,,"20,000","20,000",PDE010001,JXC003,,,
2625,38204801,의료법인 상원의료재단 창원힘찬병원,,,병사용진단서,제증명,,,"17,000","17,000",PDZ080000,JXC005,,,
2626,38204801,의료법인 상원의료재단 창원힘찬병원,,,사망진단서,제증명,,,"15,000","15,000",PDZ030000,JXC006,,,
2627,38204801,의료법인 상원의료재단 창원힘찬병원,,,확인서,제증명,,,"5,000","5,000",PDZ090004,JXC007,,,
2628,38204801,의료법인 상원의료재단 창원힘찬병원,,,상해진단서,제증명,,,"50,000","50,000",PDZ020001,JXC012,,,
2629,38204801,의료법인 상원의료재단 창원힘찬병원,,,상해진단서,제증명,,,"100,000","100,000",PDZ020002,JXC013,,,
2630,38204801,의료법인 상원의료재단 창원힘찬병원,,,장애진단서,제증명,,,"100,000","100,000",PDZ070003,JXC014,,,
2631,38204801,의료법인 상원의료재단 창원힘찬병원,,,향후진료비추정서,제증명,,,"50,000","50,000",PDZ140001,JXC015,,,
2632,38204801,의료법인 상원의료재단 창원힘찬병원,,,향후진료비추정서,제증명,,,"100,000","100,000",PDZ140002,JXC016,,,
2633,38204801,의료법인 상원의료재단 창원힘찬병원,,,국민연금 장애 심사용 진단서,제증명,,,"15,000","15,000",PDZ100000,JXC028,,,
2634,38204801,의료법인 상원의료재단 창원힘찬병원,,,장애진단서,제증명,,,"15,000","15,000",PDZ070001,JXC030,,,
2635,38204801,의료법인 상원의료재단 창원힘찬병원,,,진료기록사본,제증명,,,"1,000","1,000",PDZ110001,JXC031,,,
2636,38204801,의료법인 상원의료재단 창원힘찬병원,,,확인서,제증명,,,"1,000","1,000",PDZ090002,JXC914,,,
2637,38204801,의료법인 상원의료재단 창원힘찬병원,,,진단서,제증명,,,"15,000","15,000",PDZ010002,JXC934,,,
2638,38204801,의료법인 상원의료재단 창원힘찬병원,,,진료기록(영상),제증명,,,"10,000","10,000",PDZ110004,T9CO003,,,
2639,38204801,의료법인 상원의료재단 창원힘찬병원,,,확인서,제증명,,,"50,000","50,000",PDZ090007,사보험 진료 확인서,,,
2640,38204801,의료법인 상원의료재단 창원힘찬병원,,,인플루엔자 A?B 바이러스 항원검사〔현장검사〕,검사,,,"20,000","20,000",CZ3940000,LCZ394,,,
2641,38204801,의료법인 상원의료재단 창원힘찬병원,,,HCV 항체검사〔간이검사〕,검사,,,"50,000","50,000",CZ4920000,LCZ492,,,
2642,38204801,의료법인 상원의료재단 창원힘찬병원,,,체온열검사료,검사,,,"200,000","200,000",EZ7760001,RJ110,,,
2643,38204801,의료법인 상원의료재단 창원힘찬병원,,,체온열검사료,검사,,,"100,000","100,000",EZ7760002,"RJ120, RJ121",,,
2644,38204801,의료법인 상원의료재단 창원힘찬병원,,,경부초음파,검사,,,"100,000","100,000",EB4150000,RUS1201,,,
2645,38204801,의료법인 상원의료재단 창원힘찬병원,,,경부초음파,검사,,,"100,000","100,000",EB4140000,RUS1202,,,
2646,38204801,의료법인 상원의료재단 창원힘찬병원,,,복부초음파(간-담낭-담도-비장-췌장),검사,,,"110,000","110,000",EB4410000,RUS14004,,,
2647,38204801,의료법인 상원의료재단 창원힘찬병원,,,뇌혈관,MRI,,,"430,000","430,000",HE1350000,Brain MR Angio,,,
2648,38204801,의료법인 상원의료재단 창원힘찬병원,,,경추(목부위),MRI,,,"430,000","430,000",HE1090000,C. Spine MRI(without contrast),,,
2649,38204801,의료법인 상원의료재단 창원힘찬병원,,,요천추(허리부위),MRI,,,"430,000","430,000",HE1110000,L. Spine MRI(without contrast),,,
2650,38204801,의료법인 상원의료재단 창원힘찬병원,,,뇌,MRI,,,"430,000","430,000",HE1010000,RMR110011,,,
2651,21202184,휴병원,1인실,상급병실료차액,,,,"180,000",,,,1인실,,,
2652,21202184,휴병원,체지방분석검사(일반)-Inbody,기타검사,,,,"10,000",,,,,,,
2653,21202184,휴병원,Influenza A.B(간이법)-독감,기타검사,,,,"15,000",,,CZ394,,,,
2654,21202184,휴병원,족부 압력검사,기타검사,,,,"10,000",,,,,,,
2655,21202184,휴병원,동맥경화도검사,기타검사,,,,"20,000",,,,,,,
2656,21202184,휴병원,성장판검사,기타검사,,,,"25,000",,,,,,,
2657,21202184,휴병원,당알부민검사,기타검사,,,,"25,000",,,CZ241,,,,
2658,21202184,휴병원,체온열검사(전신),기타검사,,,,"100,000",,,EZ776,,,,
2659,21202184,휴병원,체온열검사(상지),기타검사,,,,"70,000",,,EZ776,,,,
2660,21202184,휴병원,체온열검사(하지),기타검사,,,,"70,000",,,EZ776,,,,
2661,21202184,휴병원,Anti CCP Ab(lgG),검체검사료,,,,"55,000",,,CZ4320000001,,,,
2662,21202184,휴병원,위수면관리료,관리료,,,,"30,000",,,,,,,
2663,21202184,휴병원,대장수면관리료,관리료,,,,"50,000",,,,,,,
2664,21202184,휴병원,초음파(Carotid),초음파,,,,"60,000",,,EB415,,,,
2665,21202184,휴병원,초음파(Neck),초음파,,,,"60,000",,,EB415,,,,
2666,21202184,휴병원,초음파(Thyroid),초음파,,,,"60,000",,,EB414,,,,
2667,21202184,휴병원,초음파(Whole Abdomen),초음파,,,,"80,000",,,EB444,,,,
2668,21202184,휴병원,초음파(Upper Abd;Liver/G-B/Pancreas/Spleen),초음파,,,,"90,000",,,EB441,,,,
2669,21202184,휴병원,초음파(Lower Abd;소장/대장),초음파,,,,"80,000",,,EB455,,,,
2670,21202184,휴병원,초음파(Female Genital),초음파,,,,"70,000",,,EB455,,,,
2671,21202184,휴병원,초음파(Prostate),초음파,,,,"50,000",,,EB451,,,,
2672,21202184,휴병원,초음파(Lower Extremity(하지) -족관절,초음파,,,,"40,000",,,EB468,,,,
2673,21202184,휴병원,초음파(Upper Extremity(상지) -완관절,초음파,,,,"40,000",,,EB467,,,,
2674,21202184,휴병원,초음파4(남성생식기),초음파,,,,"40,000",,,EB451,,,,
2675,21202184,휴병원,초음파(Prostate-경직장),초음파,,,,"80,000",,,EB451,,,,
2676,21202184,휴병원,"초음파(KUB (신,요,방광)",초음파,,,,"70,000",,,EB448,,,,
2677,21202184,휴병원,초음파(Lower Extremity USG(Knee),초음파,,,,"50,000",,,EB464,,,,
2678,21202184,휴병원,초음파(Upper Extremity USG(Elbow),초음파,,,,"50,000",,,EB463,,,,
2679,21202184,휴병원,초음파(Lower Extremity USG(Hip)),초음파,,,,"60,000",,,EB465,,,,
2680,21202184,휴병원,초음파(Upper Extremity USG(shoulder)),초음파,,,,"60,000",,,EB466,,,,
2681,21202184,휴병원,초음파(Chest),초음파,,,,"60,000",,,EB422,,,,
2682,21202184,휴병원,초음파(Breast),초음파,,,,"90,000",,,E9422,,,,
2683,21202184,휴병원,초음파(cecum충수),초음파,,,,"80,000",,,EB443,,,,
2684,21202184,휴병원,심장초음파(Ecocardiography),초음파,,,,"130,000",,,EB432,,,,
2685,21202184,휴병원,초음파(Lower Extremity(발가락)),초음파,,,,"40,000",,,EB462,,,,
2686,21202184,휴병원,초음파(Upper Extremity(손가락)),초음파,,,,"40,000",,,EB461,,,,
2687,21202184,휴병원,초음파(연부조직),초음파,,,,"60,000",,,EB471,,,,
2688,21202184,휴병원,"초음파(복부-비뇨기계, 방광)",초음파,,,,"60,000",,,EB4500001,,,,
2689,21202184,휴병원,"초음파(복부-비뇨기계, 신장·부신)",초음파,,,,"50,000",,,EB4490001,,,,
2690,21202184,휴병원,,,,,,,,,,,,,
2691,21202184,휴병원,MRI Brain,자기공명영상진단,,,,"450,000",,,HE101,,,,
2692,21202184,휴병원,MRI Brain(Enhance),자기공명영상진단,,,,"550,000",,,HE201,,,,
2693,21202184,휴병원,MRI Hippocampus,자기공명영상진단,,,,"450,000",,,HE102,,,,
2694,21202184,휴병원,MRI Hippocampus(Enhance),자기공명영상진단,,,,"550,000",,,HE202,,,,
2695,21202184,휴병원,Brain MRI+MRA(Enhance),자기공명영상진단,,,,"750,000",,,HE201,,,,
2696,21202184,휴병원,Brain MRI+MRA,자기공명영상진단,,,,"650,000",,,HE101,,,,
2697,21202184,휴병원,Brain MRI+Diffusion,자기공명영상진단,,,,"650,000",,,HE101,,,,
2698,21202184,휴병원,Brain MRI+Diffusion(Enhance),자기공명영상진단,,,,"700,000",,,HE201,,,,
2699,21202184,휴병원,Brain MRI+MRA+Diffusion,자기공명영상진단,,,,"800,000",,,HE101,,,,
2700,21202184,휴병원,Brain MRI+MRA+Diffusion(Enhance),자기공명영상진단,,,,"850,000",,,HE201,,,,
2701,21202184,휴병원,MRI Face,자기공명영상진단,,,,"450,000",,,HE103,,,,
2702,21202184,휴병원,MRI Face(Enhance),자기공명영상진단,,,,"550,000",,,HE203,,,,
2703,21202184,휴병원,MRI PNS,자기공명영상진단,,,,"450,000",,,HE104,,,,
2704,21202184,휴병원,MRI PNS(Enhance),자기공명영상진단,,,,"550,000",,,HE204,,,,
2705,21202184,휴병원,MRI Orbit,자기공명영상진단,,,,"450,000",,,HE105,,,,
2706,21202184,휴병원,MRI Orbit(Enhance),자기공명영상진단,,,,"550,000",,,HE205,,,,
2707,21202184,휴병원,MRI Temporal Bone,자기공명영상진단,,,,"450,000",,,HE106,,,,
2708,21202184,휴병원,MRI Temporal Bone(Enhance),자기공명영상진단,,,,"550,000",,,HE206,,,,
2709,21202184,휴병원,MRI TM Joint,자기공명영상진단,,,,"450,000",,,HE107,,,,
2710,21202184,휴병원,MRI TM Joint(Enhance),자기공명영상진단,,,,"550,000",,,HE207,,,,
2711,21202184,휴병원,MRI Neck,자기공명영상진단,,,,"450,000",,,HE108,,,,
2712,21202184,휴병원,MRI Neck(Enhance),자기공명영상진단,,,,"550,000",,,HE208,,,,
2713,21202184,휴병원,MRI C-Spine,자기공명영상진단,,,,"450,000",,,HE109,,,,
2714,21202184,휴병원,MRI C-Spine(Enhance),자기공명영상진단,,,,"550,000",,,HE209,,,,
2715,21202184,휴병원,MRI C-Spine(Whole),자기공명영상진단,,,,"450,000",,,HE109,,,,
2716,21202184,휴병원,MRI T-Spine,자기공명영상진단,,,,"450,000",,,HE110,,,,
2717,21202184,휴병원,MRI T-Spine(Enhance),자기공명영상진단,,,,"550,000",,,HE210,,,,
2718,21202184,휴병원,MRI T-L Spine,자기공명영상진단,,,,"450,000",,,HE110,,,,
2719,21202184,휴병원,MRI T-L Spine(Enhance),자기공명영상진단,,,,"550,000",,,HE210,,,,
2720,21202184,휴병원,MRI T-L Spine(Whole),자기공명영상진단,,,,"450,000",,,HE110,,,,
2721,21202184,휴병원,MRI L-Spine,자기공명영상진단,,,,"450,000",,,HE111,,,,
2722,21202184,휴병원,MRI L-Spine(흉추 추가시),자기공명영상진단,,,,"200,000",,,HE113,,,,
2723,21202184,휴병원,MRI L-Spine(Enhance),자기공명영상진단,,,,"550,000",,,HE211,,,,
2724,21202184,휴병원,MRI L-Spine(흉추 추가시)(Enhance),자기공명영상진단,,,,"200,000",,,HE213,,,,
2725,21202184,휴병원,MRI L-Spine(whole),자기공명영상진단,,,,"450,000",,,HE111,,,,
2726,21202184,휴병원,MRI Myelogram,자기공명영상진단,,,,"450,000",,,HE112,,,,
2727,21202184,휴병원,MRI Myelogram(CTL시 추가),자기공명영상진단,,,,"200,000",,,HE114,,,,
2728,21202184,휴병원,MRI Myelogram(Enhance),자기공명영상진단,,,,"550,000",,,HE212,,,,
2729,21202184,휴병원,MRI Myelogram(CTL시 추가)(Enhance),자기공명영상진단,,,,"200,000",,,HE214,,,,
2730,21202184,휴병원,MRI Shoulder,자기공명영상진단,,,,"450,000",,,HE115,,,,
2731,21202184,휴병원,MRI Shoulder(Enhance),자기공명영상진단,,,,"550,000",,,HE215,,,,
2732,21202184,휴병원,MRI Elbow,자기공명영상진단,,,,"450,000",,,HE116,,,,
2733,21202184,휴병원,MRI Elbow(Enhance),자기공명영상진단,,,,"550,000",,,HE216,,,,
2734,21202184,휴병원,MRI Wrist,자기공명영상진단,,,,"450,000",,,HE117,,,,
2735,21202184,휴병원,MRI Wrist(Enhance),자기공명영상진단,,,,"550,000",,,HE217,,,,
2736,21202184,휴병원,MRI Hip,자기공명영상진단,,,,"450,000",,,HE118,,,,
2737,21202184,휴병원,MRI Hip(Enhance),자기공명영상진단,,,,"550,000",,,HE218,,,,
2738,21202184,휴병원,MRI Sacroiliac,자기공명영상진단,,,,"450,000",,,HE119,,,,
2739,21202184,휴병원,MRI Sacroiliac(Enhance),자기공명영상진단,,,,"550,000",,,HE219,,,,
2740,21202184,휴병원,MRI Knee,자기공명영상진단,,,,"450,000",,,HE120,,,,
2741,21202184,휴병원,MRI Knee(Enhance),자기공명영상진단,,,,"550,000",,,HE220,,,,
2742,21202184,휴병원,MRI Ankle,자기공명영상진단,,,,"450,000",,,HE121,,,,
2743,21202184,휴병원,MRI Ankle(Enhance),자기공명영상진단,,,,"550,000",,,HE221,,,,
2744,21202184,휴병원,MRI Upper Extremity,자기공명영상진단,,,,"450,000",,,HE122,,,,
2745,21202184,휴병원,MRI Upper Extremity(Enhance),자기공명영상진단,,,,"550,000",,,HE222,,,,
2746,21202184,휴병원,MRI Hand,자기공명영상진단,,,,"450,000",,,HE122,,,,
2747,21202184,휴병원,MRI Hand(Enhance),자기공명영상진단,,,,"550,000",,,HE222,,,,
2748,21202184,휴병원,MRI Lower Extremity,자기공명영상진단,,,,"450,000",,,HE123,,,,
2749,21202184,휴병원,MRI Lower Extremity(Enhance),자기공명영상진단,,,,"550,000",,,HE223,,,,
2750,21202184,휴병원,MRI Foot,자기공명영상진단,,,,"450,000",,,HE123,,,,
2751,21202184,휴병원,MRI Foot(Enhance),자기공명영상진단,,,,"550,000",,,HE223,,,,
2752,21202184,휴병원,MRI Tibia,자기공명영상진단,,,,"450,000",,,HE123,,,,
2753,21202184,휴병원,MRI Tibia(Enhance),자기공명영상진단,,,,"550,000",,,HE223,,,,
2754,21202184,휴병원,MRI Femur,자기공명영상진단,,,,"450,000",,,HE123,,,,
2755,21202184,휴병원,MRI Femur(Enhance),자기공명영상진단,,,,"550,000",,,HE223,,,,
2756,21202184,휴병원,MRI Heart,자기공명영상진단,,,,"450,000",,,HE124,,,,
2757,21202184,휴병원,MRI Heart(Enhance),자기공명영상진단,,,,"550,000",,,HE224,,,,
2758,21202184,휴병원,MRI Chest,자기공명영상진단,,,,"450,000",,,HE125,,,,
2759,21202184,휴병원,MRI Chest(Enhance),자기공명영상진단,,,,"550,000",,,HE225,,,,
2760,21202184,휴병원,MRI Breast,자기공명영상진단,,,,"450,000",,,HE126,,,,
2761,21202184,휴병원,MRI Breast(Enhance),자기공명영상진단,,,,"550,000",,,HE226,,,,
2762,21202184,휴병원,MRI Abdomen,자기공명영상진단,,,,"450,000",,,HE127,,,,
2763,21202184,휴병원,MRI Abdomen(Enhance),자기공명영상진단,,,,"550,000",,,HE227,,,,
2764,21202184,휴병원,MRI Pelvis,자기공명영상진단,,,,"450,000",,,HE128,,,,
2765,21202184,휴병원,MRI Pelvis(Enhance),자기공명영상진단,,,,"550,000",,,HE228,,,,
2766,21202184,휴병원,MRI Pancreas,자기공명영상진단,,,,"450,000",,,HE129,,,,
2767,21202184,휴병원,MRI Pancreas(Enhance),자기공명영상진단,,,,"550,000",,,HE229,,,,
2768,21202184,휴병원,MRI Kidney & Adrenal,자기공명영상진단,,,,"450,000",,,HE130,,,,
2769,21202184,휴병원,MRI Kidney & Adrenal(Enhance),자기공명영상진단,,,,"550,000",,,HE230,,,,
2770,21202184,휴병원,MRI Scrotome & Penile,자기공명영상진단,,,,"450,000",,,HE131,,,,
2771,21202184,휴병원,MRI Scrotome & Penile(Enhance),자기공명영상진단,,,,"550,000",,,HE231,,,,
2772,21202184,휴병원,MRI Liver,자기공명영상진단,,,,"450,000",,,HE132,,,,
2773,21202184,휴병원,MRI Elastography(Cirrhosis),자기공명영상진단,,,,"200,000",,,HE232,,,,
2774,21202184,휴병원,MRI Elastography(Fatty Liver),자기공명영상진단,,,,"200,000",,,HE232,,,,
2775,21202184,휴병원,MRI Elastography(Cirrhosis+Fatty Liver),자기공명영상진단,,,,"300,000",,,HE232,,,,
2776,21202184,휴병원,MRI Liver(Enhance),자기공명영상진단,,,,"650,000",,,HE232,,,,
2777,21202184,휴병원,MRI Liver(Enh)+Elastography(Cirrhosis+Fatty Liver),자기공명영상진단,,,,"900,000",,,HE232,,,,
2778,21202184,휴병원,MRI Cholangiogram,자기공명영상진단,,,,"450,000",,,HE133,,,,
2779,21202184,휴병원,MRI Cholangiogram(Enhance),자기공명영상진단,,,,"550,000",,,HE233,,,,
2780,21202184,휴병원,MRI Prostate,자기공명영상진단,,,,"450,000",,,HE134,,,,
2781,21202184,휴병원,MRI Prostate(Enhance),자기공명영상진단,,,,"550,000",,,HE234,,,,
2782,21202184,휴병원,MRA Brain,자기공명영상진단,,,,"450,000",,,HE135,,,,
2783,21202184,휴병원,MRA Brain(Enhance),자기공명영상진단,,,,"550,000",,,HE235,,,,
2784,21202184,휴병원,MRA Neck,자기공명영상진단,,,,"450,000",,,HE136,,,,
2785,21202184,휴병원,MRA Neck(Enhance),자기공명영상진단,,,,"550,000",,,HE236,,,,
2786,21202184,휴병원,MRA Thoracic,자기공명영상진단,,,,"450,000",,,HE137,,,,
2787,21202184,휴병원,MRA Thoracic(Enhance),자기공명영상진단,,,,"550,000",,,HE237,,,,
2788,21202184,휴병원,MRA Abdominal,자기공명영상진단,,,,"450,000",,,HE138,,,,
2789,21202184,휴병원,MRA Abdominal(Enhance),자기공명영상진단,,,,"550,000",,,HE238,,,,
2790,21202184,휴병원,MRA Extremity,자기공명영상진단,,,,"450,000",,,HE139,,,,
2791,21202184,휴병원,MRA Extremity(Enhance),자기공명영상진단,,,,"550,000",,,HE239,,,,
2792,21202184,휴병원,MRA Cardiovascular,자기공명영상진단,,,,"450,000",,,HE140,,,,
2793,21202184,휴병원,MRA Cardiovascular(Enhance),자기공명영상진단,,,,"550,000",,,HE240,,,,
2794,21202184,휴병원,MRI Whole Body,자기공명영상진단,,,,"450,000",,,HE141,,,,
2795,21202184,휴병원,MRI Whole Body(Enhance),자기공명영상진단,,,,"550,000",,,HE241,,,,
2796,21202184,휴병원,Diffusion,자기공명영상진단,,,,"300,000",,,HF101,,,,
2797,21202184,휴병원,도수치료1 (기본),물리치료료,,,,"20,000",,,MX122,,,,
2798,21202184,휴병원,도수치료2,물리치료료,,,,"40,000",,,MX122,,,,
2799,21202184,휴병원,도수치료3,물리치료료,,,,"60,000",,,MX122,,,,
2800,21202184,휴병원,도수치료4,물리치료료,,,,"80,000",,,MX122,,,,
2801,21202184,휴병원,도수치료 4-A,물리치료료,,,,"85,000",,,MX122,,,,
2802,21202184,휴병원,도수치료 4-B,물리치료료,,,,"90,000",,,MX122,,,,
2803,21202184,휴병원,도수치료 SPECIAL,물리치료료,,,,"100,000",,,MX122,,,,
2804,21202184,휴병원,도수치료1A,물리치료료,,,,"25,000",,,MX122,,,,
2805,21202184,휴병원,도수치료2A,물리치료료,,,,"45,000",,,MX122,,,,
2806,21202184,휴병원,도수치료3A,물리치료료,,,,"65,000",,,MX122,,,,
2807,21202184,휴병원,도수치료1B,물리치료료,,,,"30,000",,,MX122,,,,
2808,21202184,휴병원,도수치료2B,물리치료료,,,,"50,000",,,MX122,,,,
2809,21202184,휴병원,도수치료3B,물리치료료,,,,"70,000",,,MX122,,,,
2810,21202184,휴병원,도수치료 S-A,물리치료료,,,,"10,000",,,MX122,,,,
2811,21202184,휴병원,※ 도수치료(기본) 시간은 통상 15분 전후로 소요되므로 치료부위 및 치료시간 증가에 따라 수가가 차등 적용됩니다,※ 도수치료(기본) 시간은 통상 15분 전후로 소요되므로 치료부위 및 치료시간 증가에 따라 수가가 차등 적용됩니다,,,,※ 도수치료(기본) 시간은 통상 15분 전후로 소요되므로 치료부위 및 치료시간 증가에 따라 수가가 차등 적용됩니다,※ 도수치료(기본) 시간은 통상 15분 전후로 소요되므로 치료부위 및 치료시간 증가에 따라 수가가 차등 적용됩니다,※ 도수치료(기본) 시간은 통상 15분 전후로 소요되므로 치료부위 및 치료시간 증가에 따라 수가가 차등 적용됩니다,※ 도수치료(기본) 시간은 통상 15분 전후로 소요되므로 치료부위 및 치료시간 증가에 따라 수가가 차등 적용됩니다,※ 도수치료(기본) 시간은 통상 15분 전후로 소요되므로 치료부위 및 치료시간 증가에 따라 수가가 차등 적용됩니다,※ 도수치료(기본) 시간은 통상 15분 전후로 소요되므로 치료부위 및 치료시간 증가에 따라 수가가 차등 적용됩니다,※ 도수치료(기본) 시간은 통상 15분 전후로 소요되므로 치료부위 및 치료시간 증가에 따라 수가가 차등 적용됩니다,※ 도수치료(기본) 시간은 통상 15분 전후로 소요되므로 치료부위 및 치료시간 증가에 따라 수가가 차등 적용됩니다
2812,21202184,휴병원,체외충격파치료(근골격계질환),,,,,"100,000",,,SZ084,,,,
2813,21202184,휴병원,경피적경막외강신경성형술(Neuroplasty),,,,,"2,000,000",,,SZ634,,,,BIOVISION
2814,21202184,휴병원,경피적경막외강신경성형술((neuroplasty),,,,,"2,000,000",,,SZ634,,,,ST.REED
2815,21202184,휴병원,프롤로테라피-척추부위,,,,,"30,000",,,MY143,,,,
2816,21202184,휴병원,프롤로테라피-사지관절부위,,,,,"30,000",,,MY142,,,,
2817,21202184,휴병원,FILTERJECT(필터젝),,,,,990,,,BM1301MK,,,,
2818,21202184,휴병원,Micro Filter Set(수액세트),,,,,"4,000",,,BM1301BY,,,,
2819,21202184,휴병원,무지 외반증 실리콘,,,,,"5,000",,,,,,,
