,중분류,소분류,코드,명칭,구분,비용,최저비용,최고비용,치료재료대포함,약제비포함,특이사항,Unnamed: 0,병원코드,병원명,분류,중복컬럼_1,약제비포함여부,치료재료대포함여부
2920,,,654400571,삭센다펜주 6mg/ml,,"110,000",,,,,,2920.0,21202184.0,휴병원,,,,
2921,,,,콘쥬란M(DNA주사) 1차,,"200,000",,,,,,2921.0,21202184.0,휴병원,,,,
2922,,,657805981,덱스메딘주,,"50,000",,,,,,2922.0,21202184.0,휴병원,,,,
2923,,,,플로실 헤모스태틱 매트릭스,,"600,000",,,,,,2923.0,21202184.0,휴병원,,,,
2924,,,668902160,B형간염예방접종(유박스B),,"15,000",,,,,,2924.0,21202184.0,휴병원,예방접종,,,
2925,,,646500900,프리베나13주(폐구균),,"120,000",,,,,,2925.0,21202184.0,휴병원,예방접종,,,
2926,,,655500610,프로디악스23(폐구균),,"40,000",,,,,,2926.0,21202184.0,휴병원,예방접종,,,
2927,,,650001880,서바릭스프리필드시린지(자궁경부암)(1차),,"100,000",,,,,,2927.0,21202184.0,휴병원,예방접종,,,
2928,,,655500020,가다실프리필드시린지(자궁경부암)-1차,,"150,000",,,,,,2928.0,21202184.0,휴병원,예방접종,,,
2929,,,655500900,조스타박스주1관(대상포진),,"150,000",,,,,,2929.0,21202184.0,휴병원,예방접종,,,
2930,,,655501740,박타프리필드시린지(A형간염),,"70,000",,,,,,2930.0,21202184.0,휴병원,예방접종,,,
2931,,,668901570,플루플러스TF주(신종플루+독감),,"20,000",,,,,,2931.0,21202184.0,휴병원,예방접종,,,
2932,,,641704540,일양플루백신프리필드시린지주,,"20,000",,,,,,2932.0,21202184.0,휴병원,예방접종,,,
2933,,,643603620,지씨플루프리필드시린지(독감),,"20,000",,,,,,2933.0,21202184.0,휴병원,예방접종,,,
2934,,,643604610,페라미플루주15밀리리터2v,,"50,000",,,,,,2934.0,21202184.0,휴병원,예방접종,,,
2935,,,647400350,코박스인플루PF주(신종플루+독감),,"20,000",,,,,,2935.0,21202184.0,휴병원,예방접종,,,
2936,,,668101110,반트플루주,,"20,000",,,,,,2936.0,21202184.0,휴병원,예방접종,,,
2937,,,,플루아릭스테트라주(4가),,"25,000",,,,,,2937.0,21202184.0,휴병원,예방접종,,,
2938,,,,스카이셀플루4가 프리필드시린지,,"25,000",,,,,,2938.0,21202184.0,휴병원,예방접종,,,
2939,,,3Z5200301,스카이조스터주(대상포진),,"120,000",,,,,,2939.0,21202184.0,휴병원,예방접종,,,
2940,,,3Z5201502,녹십자티디백신프리필드시린지(파상풍)-3차,,"25,000",,,,,,2940.0,21202184.0,휴병원,예방접종,,,
2941,,,PDZ01,진단서,,"20,000",,,,,,2941.0,21202184.0,휴병원,진단서,,,
2942,,,PDZ01,근로능력평가진단서,,"10,000",,,,,,2942.0,21202184.0,휴병원,진단서,,,
2943,,,PDZ07,장애진단서,,"15,000",,,,,,2943.0,21202184.0,휴병원,진단서,,,
2944,,,PDZ07,후유장애진단서,,"100,000",,,,,,2944.0,21202184.0,휴병원,진단서,,,
2945,,,PDZ08,병사용진단서,,"20,000",,,,,,2945.0,21202184.0,휴병원,진단서,,,
2946,,,PDZ02,상해진단서,3주미만,"100,000",,,,,,2946.0,21202184.0,휴병원,진단서,,,
2947,,,PDZ02,상해진단서,3주이상,"150,000",,,,,,2947.0,21202184.0,휴병원,진단서,,,
2948,,,,채용신체검사진단서(일반),,"30,000",,,,,,2948.0,21202184.0,휴병원,진단서,,,
2949,,,,채용신체검사진단서(공무원),,"40,000",,,,,,2949.0,21202184.0,휴병원,진단서,,,
2950,,,PDZ03,사망진단서,,"10,000",,,,,,2950.0,21202184.0,휴병원,진단서,,,
2951,,,,영문진단서,,"20,000",,,,,,2951.0,21202184.0,휴병원,진단서,,,
2952,,,PDZ09,입원확인서,,"3,000",,,,,,2952.0,21202184.0,휴병원,확인서,,,
2953,,,PDZ09,치료확인서,,"3,000",,,,,,2953.0,21202184.0,휴병원,확인서,,,
2954,,,PDZ09,수술확인서,,"3,000",,,,,,2954.0,21202184.0,휴병원,확인서,,,
2955,,,PDZ12,소견서,,"20,000",,,,,,2955.0,21202184.0,휴병원,소견서,,,
2956,,,PDZ16,제증명서 사본,,"1,000",,,,,,2956.0,21202184.0,휴병원,증명서,,,
2957,,,PDZ11,진료기록 사본(1~5매),,"1,000",,,,,,2957.0,21202184.0,휴병원,진료기록부,,,
2958,,,PDZ11,진료기록사본(6매 이상 - 1매 당),,100,,,,,,2958.0,21202184.0,휴병원,진료기록부,,,
2959,,,PDZ14,향후 치료비 추정서(천만원 미만),,"50,000",,,,,,2959.0,21202184.0,휴병원,향후 치료비 추정서,,,
2960,,,PDZ14,향후 치료비 추정서(천만원 이상),,"100,000",,,,,,2960.0,21202184.0,휴병원,향후 치료비 추정서,,,
2961,,,,일반구급차(기본요금)10Km이내,,"30,000",,,,,,2961.0,21202184.0,휴병원,구급차,,,
2962,,,,일반구급차(10Km초과 후 Km당),,"1,000",,,,,,2962.0,21202184.0,휴병원,구급차,,,
2963,,,,구급차 의료인 동행,,"15,000",,,,,,2963.0,21202184.0,휴병원,구급차,,,
2964,,,,진료기록영상(CD),,"10,000",,,,,,2964.0,21202184.0,휴병원,CD,,,
2965,,,,상급병실료 차액,,"290,000",,,,,,2965.0,37202901.0,더블유병원,병실료,VVIP실,,
2966,,,,전류인지역치(통증역치검사),,"15,000",,,,,,2966.0,37202901.0,더블유병원,검사 및 초음파,,,
2967,,,,정량적감각기능검사(전류인지역치),,"15,000",,,,,,2967.0,37202901.0,더블유병원,검사 및 초음파,,,
2968,,,,인스틸라젤주사,,"12,000",,,,,,2968.0,37202901.0,더블유병원,약제 및 치료재료,인스틸라젤주사,,
2969,,,,독감백신(스카이셀플루-4가),,"40,000",,,,,,2969.0,37202901.0,더블유병원,약제 및 치료재료,독감백신(스카이셀플루-4가),,
2970,,,,SK티디백신주,,"30,000",,,,,,2970.0,37202901.0,더블유병원,약제 및 치료재료,SK티디백신주,,
2971,,,,위너프페리주,,"120,000",,,,,,2971.0,37202901.0,더블유병원,약제 및 치료재료,위너프페리주,,
2972,,,,후시딘크림,,"6,000",,,,,,2972.0,37202901.0,더블유병원,약제 및 치료재료,후시딘크림,,
2973,,,,바이오탑 D캡슐,,230,,,,,,2973.0,37202901.0,더블유병원,약제 및 치료재료,바이오탑 D캡슐,,
2974,,,,제이리브 현탁핵,,"4,000",,,,,,2974.0,37202901.0,더블유병원,약제 및 치료재료,제이리브 현탁핵,,
2975,,,,CRANIOFACIAL IMPLANT,,"1,500,000",,,,,,2975.0,37202901.0,더블유병원,수술 및 처치료,MEDPOR SHEET(BARRIER SHEET),,
2976,,,,수술재료대,,"660,000",,,,,,2976.0,37202901.0,더블유병원,수술 및 처치료,Minni Tightrope Repair kit,,
2977,,,,생물학적 드레싱류,,"100,000",,,,,,2977.0,37202901.0,더블유병원,약제 및 치료재료,할로뎀,,
2978,,,,창상봉합용 액상접착제,,"200,000",,,,,,2978.0,37202901.0,더블유병원,약제 및 치료재료,DERMABOND PRINEO(도마본드),,
2979,,,,동종진피(inject용),,"300,000",,,,,,2979.0,37202901.0,더블유병원,약제 및 치료재료,TISSUEGEN,,
2980,,,,초음파 검사료,,"100,000원",,,,,,2980.0,37202901.0,더블유병원,검사 및 초음파,초음파 검사-혈관-상하지 혈관,,
2981,,,,초음파검사료,,"50,000원",,,,,,2981.0,37202901.0,더블유병원,검사 및 초음파,"근골격, 연부-연부조직 초음파-일반",,
2982,,,,초음파검사료,,"130,000",,,,,,2982.0,37202901.0,더블유병원,검사 및 초음파,"복부-복부 초음파-감,담낭,담도,비장,췌장-일반",,
2983,,,,상급병실료 차액,,"220,000",,,,,,2983.0,37202901.0,더블유병원,병실료,1인실,,
2984,,,,제증명수수료,,5000,,,,,,2984.0,37202901.0,더블유병원,제증명 및 기타,진료기록(영상) CD,,
2985,,,,제증명수수료,,"30,000",,,,,,2985.0,37202901.0,더블유병원,제증명 및 기타,시체검안서,,
2986,,,,MRI진단료,,"550,000",,,,,,2986.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/혈관/사지혈관,,
2987,,,,MRI진단료,,"550,000",,,,,,2987.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/혈관/뇌혈관,,
2988,,,,MRI진단료,,"450,000",,,,,,2988.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/복부/골반,,
2989,,,,MRI진단료,,"450,000",,,,,,2989.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/흉부/복부,,
2990,,,,MRI진단료,,"450,000",,,,,,2990.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/흉부/흉부,,
2991,,,,MRI진단료,,"450,000",,,,,,2991.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/근골격계/관절외 하지,,
2992,,,,MRI진단료,,"450,000",,,,,,2992.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/근골격계/관절외 상지,,
2993,,,,MRI진단료,,"450,000",,,,,,2993.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/근골격계/발목관절,,
2994,,,,MRI진단료,,450.000,,,,,,2994.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/근골격계/무릎관절,,
2995,,,,MRI진단료,,"450,000",,,,,,2995.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/근골격계/천장골관절,,
2996,,,,MRI진단료,,"450,000",,,,,,2996.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/근골격계/고관절,,
2997,,,,MRI진단료,,"450,000",,,,,,2997.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/근골격계/손목관절,,
2998,,,,MRI진단료,,"450,000",,,,,,2998.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/근골격계/주관절,,
2999,,,,MRI진단료,,"450,000",,,,,,2999.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/근골격계/견관절,,
3000,,,,MRI진단료,,"270,000",,,,,,3000.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/척추/요천후-흉추와 동시촬영,,
3001,,,,MRI진단료,,"450,000",,,,,,3001.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/척추/요천추(허리부위),,
3002,,,,MRI진단료,,"450,000",,,,,,3002.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/척추/흉추(등부위),,
3003,,,,MRI진단료,,"450,000",,,,,,3003.0,37202901.0,더블유병원,검사 및 초음파,MRI진단료/척추/경추(목부위),,
3004,,,,MRI진단료,,"450,000",,,,,,3004.0,37202901.0,더블유병원,검사 및 초음파,뇌,,
3005,,,,기타주사,,"80,000",,,,,,3005.0,37202901.0,더블유병원,약제 및 치료재료,프로핸스주프리필드시린지(17ml),,
3006,,,,기타주사,,"80,000",,,,,,3006.0,37202901.0,더블유병원,약제 및 치료재료,가도비스트주사PFS(7.5ml),,
3007,,,,치료재료대,,"250,000",,,,,,3007.0,37202901.0,더블유병원,약제 및 치료재료,가딕스(Guardix sp),,
3008,,,,성형술(cm당),,"60,000",,,,,,3008.0,37202901.0,더블유병원,수술 및 처치료,레이져반흔성형술 / 얼굴외,,
3009,,,,COLD STRESS VIEW,,"80,000",,,,,,3009.0,37202901.0,더블유병원,검사 및 초음파,COLD STRESS VIEW F/U,,
3010,,,,체온열검사(f/u),,"60,000",,,,,,3010.0,37202901.0,더블유병원,검사 및 초음파,상/하지,,
3011,,,,발톱고정용,,"220,000",,,,,,3011.0,37202901.0,더블유병원,약제 및 치료재료,K-D CLAMP BC1301PE,,
3012,,,,약제비,,"25,000",,,,,,3012.0,37202901.0,더블유병원,약제 및 치료재료,유박스비주(B형감염),,
3013,,,,약제비,,"30,000",,,,,,3013.0,37202901.0,더블유병원,약제 및 치료재료,티디백신프리필드시린지주(녹십자),,
3014,,,,의약품주입여과기,,"1,000",,,,,,3014.0,37202901.0,더블유병원,약제 및 치료재료,BANDGOLD FILTER SYRINGE,,
3015,,,,피부봉합용 봉합기,,"60,000",,,,,,3015.0,37202901.0,더블유병원,약제 및 치료재료,SKINCLO FNC,,
3016,,,,"근골격, 연부-연부조직 초음파-일반",,"100,000",,,,,,3016.0,37202901.0,더블유병원,검사 및 초음파,늑골초음파,,
3017,,,,"페라미플루주(A형, B형 인플루엔자)",,"40,000",,,,,,3017.0,37202901.0,더블유병원,약제 및 치료재료,"페라미플루주(A형, B형 인플루엔자)",,
3018,,,,테트락심주,,"24,110",,,,,,3018.0,37202901.0,더블유병원,약제 및 치료재료,테트락심주,,
3019,,,,멀티핑거보조기,,"20,000",,,,,,3019.0,37202901.0,더블유병원,약제 및 치료재료,멀티핑거보조기,,
3020,,,,동종진피(INJECT용),,"3,000,000",,,,,,3020.0,37202901.0,더블유병원,약제 및 치료재료,MEGAFILL,,
3021,,,,지착성붕대,,"4,400~30,000",,,,,,3021.0,37202901.0,더블유병원,약제 및 치료재료,CPK FIX,,
3022,,,,자기공명영상-외부필름판독,,"73,240~77,540원",,,,,,3022.0,37202901.0,더블유병원,검사 및 초음파,자기공명영상-외부필름판독,,
3023,,,,상지(Should) 초음파,,"100,000",,,,,,3023.0,37202901.0,더블유병원,검사 및 초음파,견관절 초음파,,
3024,,,,Whole abdomen 초음파,,"150,000",,,,,,3024.0,37202901.0,더블유병원,검사 및 초음파,"복부-복부 초음파-간,담낭,담동,비장,췌장",,
3025,,,,경동맥초음파,,"100,000",,,,,,3025.0,37202901.0,더블유병원,검사 및 초음파,혈관-두개외 혈관 도플러 초음파-경동맥,,
3026,,,,약제비,,"50,000",,,,,,3026.0,37202901.0,더블유병원,약제 및 치료재료,닥터라민주,,
3027,,,,약제비,,"80,000",,,,,,3027.0,37202901.0,더블유병원,약제 및 치료재료,하이디알 프리필드,,
3028,,,,약제비,,"55,000",,,,,,3028.0,37202901.0,더블유병원,약제 및 치료재료,CELL SKIN,,
3029,,,,약제비,,"50,000",,,,,,3029.0,37202901.0,더블유병원,약제 및 치료재료,코네티비나겔,,
3030,,,,치료재,,"3,360,000",,,,,,3030.0,37202901.0,더블유병원,약제 및 치료재료,ASCENSION FINGER JOINT IMPLANT,,
3031,,,,치료재,,"50,000",,,,,,3031.0,37202901.0,더블유병원,약제 및 치료재료,MEDICALSKIN STRETCHING AND SECURE WOUND CLOSURE DEVICE,,
3032,,,,재건용,,"600,000~1,100,000",,,,,,3032.0,37202901.0,더블유병원,약제 및 치료재료,XCM BIOLOGIC TISSUSE MATRIX,,
3033,,,,재건용,,"200,000원",,,,,,3033.0,37202901.0,더블유병원,약제 및 치료재료,COLLASHIELD,,
3034,,,,재건용,,"130,000",,,,,,3034.0,37202901.0,더블유병원,약제 및 치료재료,큐어젠,,
3035,,,,치료재,,"90,000~150,000",,,,,,3035.0,37202901.0,더블유병원,약제 및 치료재료,레노시겔,,
3036,,,,치료재,,"72,000",,,,,,3036.0,37202901.0,더블유병원,약제 및 치료재료,리메스카,,
3037,,,,켈로코트,,"36,000~134,400",,,,,,3037.0,37202901.0,더블유병원,약제 및 치료재료,켈로코트 solaire 연고,,
3038,,,,켈로코트,,"78,000",,,,,,3038.0,37202901.0,더블유병원,약제 및 치료재료,켈로코트 solaire 연고,,
3039,,,,약제비,,"180,000",,,,,,3039.0,37202901.0,더블유병원,약제 및 치료재료,브리디온주사,,
3040,,,,약제비,,6000,,,,,,3040.0,37202901.0,더블유병원,약제 및 치료재료,원포팜,,
3041,,,,약제비,,40000,,,,,,3041.0,37202901.0,더블유병원,약제 및 치료재료,멀티트레이스주,,
3042,,,,약제비,,"30,000",,,,,,3042.0,37202901.0,더블유병원,,아토베리어로션,,
3043,,,,약제비,,"35,000",,,,,,3043.0,37202901.0,더블유병원,약제 및 치료재료,아토베리어크림,,
3044,,,,약제비,,"4,500",,,,,,3044.0,37202901.0,더블유병원,약제 및 치료재료,후시딘,,
3045,,,,피부봉합용 봉합기,,"80,000",,,,,,3045.0,37202901.0,더블유병원,약제 및 치료재료,ZIPLINE SURGICAL SKIN CLOSURE,,
3046,,,,피부봉합용 봉합기,,"330,000",,,,,,3046.0,37202901.0,더블유병원,약제 및 치료재료,ZIPLINE SURGICAL SKIN CLOSURE,,
3047,,,,인체조직유래 2차 가공뼈,,"1,200,000",,,,,,3047.0,37202901.0,더블유병원,약제 및 치료재료,EDENFUSE,,
3048,,,,인체조직유래 2차 가공뼈,,"500,000",,,,,,3048.0,37202901.0,더블유병원,약제 및 치료재료,EDENFUSE,,
3049,,,,수술후 유착방지제,,"100,000",,,,,,3049.0,37202901.0,더블유병원,약제 및 치료재료,하이배리,,
3050,,,,드레싱 재료,,"60,000",,,,,,3050.0,37202901.0,더블유병원,약제 및 치료재료,REMMESCAR,,
3051,,,,드레싱 재료,,"138,000",,,,,,3051.0,37202901.0,더블유병원,약제 및 치료재료,켈로코트 실리콘 스프레이,,
3052,,,,드레싱 재료,,"30,000~118,800",,,,,,3052.0,37202901.0,더블유병원,수술 및 처치료,메피폼,,
3053,,,,성형술(cm당),,"100,000",,,,,,3053.0,37202901.0,더블유병원,수술 및 처치료,레이져반흔성형술,,
3054,,,,기타주사,,"100,000",,,,,,3054.0,37202901.0,더블유병원,수술 및 처치료,Nail fold pasty,,
3055,,,,혈관중재적시술후 지혈용,,"50,000원",,,,,,3055.0,37202901.0,더블유병원,약제 및 치료재료,STANPAD(1장),,
3056,,,,혈관중재적시술후 지혈용,,"150,000원",,,,,,3056.0,37202901.0,더블유병원,약제 및 치료재료,STANPAD(10장),,
3057,,,,당알부민,,"27,000",,,,,,3057.0,37202901.0,더블유병원,검사 및 초음파,당화알부민,,
3058,,,,이송비,,"20,000~30,000",,,,,,3058.0,37202901.0,더블유병원,제증명 및 기타,이송비,,
3059,,,,물리치료,,"50,000",,,,,,3059.0,37202901.0,더블유병원,수술 및 처치료,증식치료(사지관절부위),,
3060,,,,물리치료,,"10,000",,,,,,3060.0,37202901.0,더블유병원,수술 및 처치료,신장분사치료,,
3061,,,,자기공명영상진단료,,"76,120",,,,,,3061.0,37202901.0,더블유병원,,자기공명영상 -외부필름판독,,
3062,,,,자기공명영상진단료,,"300,000",,,,,,3062.0,37202901.0,더블유병원,검사 및 초음파,POST MRI,,
3063,,,,환의,,10000,,,,,,3063.0,37202901.0,더블유병원,제증명 및 기타,하의,,
3064,,,,비만상담 및 처방전비용,,10000,,,,,,3064.0,37202901.0,더블유병원,제증명 및 기타,,,
3065,,,,보호자식사추가,,"5,500",,,,,,3065.0,37202901.0,더블유병원,식대,,,
3066,,,,공기밥추가,,1000,,,,,,3066.0,37202901.0,더블유병원,식대,,,
3067,,,,병실차액(1인실),,"200,000",,,,,,3067.0,38204886.0,더(the)큰병원,상급병실차액,,,
3068,,,,비타민D3비오엔주,,"45,000",,,,,,3068.0,38204886.0,더(the)큰병원,약제,,,
3069,,,,히로라인주,,"100,000",,,,,,3069.0,38204886.0,더(the)큰병원,약제,,,
3070,,,,후시딘크림 10g,,"7,000",,,,,,3070.0,38204886.0,더(the)큰병원,약제,,,
3071,,,,마이드린캅셀,,165,,,,,,3071.0,38204886.0,더(the)큰병원,약제,,,
3072,,,,트레스탄캅셀,,500,,,,,,3072.0,38204886.0,더(the)큰병원,약제,,,
3073,,,,뉴트리헥스주 250ml,,"40,000",,,,,,3073.0,38204886.0,더(the)큰병원,약제,,,
3074,,,,아미노헥스주 200ml,,"30,000",,,,,,3074.0,38204886.0,더(the)큰병원,약제,,,
3075,,,,뉴트리헥스주 100ml,,"20,000",,,,,,3075.0,38204886.0,더(the)큰병원,약제,,,
3076,,,,멀티비타주,,"20,000",,,,,,3076.0,38204886.0,더(the)큰병원,약제,,,
3077,,,,세느비트주,,"40,000",,,,,,3077.0,38204886.0,더(the)큰병원,약제,,,
3078,,,,타우로린주사 2%,,"150,000",,,,,,3078.0,38204886.0,더(the)큰병원,약제,,,
3079,,,,말린다주,,"50,000",,,,,,3079.0,38204886.0,더(the)큰병원,약제,,,
3080,,,,글루치온주,,"30,000",,,,,,3080.0,38204886.0,더(the)큰병원,약제,,,
3081,,,,쎈타민주,,"20,000",,,,,,3081.0,38204886.0,더(the)큰병원,약제,,,
3082,,,,푸르설타민주 10ml,,"40,000",,,,,,3082.0,38204886.0,더(the)큰병원,약제,,,
3083,,,,신델라주,,"30,000",,,,,,3083.0,38204886.0,더(the)큰병원,약제,,,
3084,,,,덱스토민주,,"50,000",,,,,,3084.0,38204886.0,더(the)큰병원,약제,,,
3085,,,,코박스인플루4가PF주,,"35,000",,,,,,3085.0,38204886.0,더(the)큰병원,약제,,,
3086,,,,헤파박스-진TF프리필드,,"30,000",,,,,,3086.0,38204886.0,더(the)큰병원,약제,,,
3087,,,,라미실 크림,,"5,000",,,,,,3087.0,38204886.0,더(the)큰병원,약제,,,
3088,,,,오마프원페리주 362ml,,"80,000",,,,,,3088.0,38204886.0,더(the)큰병원,약제,,,
3089,,,,머슬린액,,"2,700",,,,,,3089.0,38204886.0,더(the)큰병원,약제,,,
3090,,,,유시락스정 10mg,,19,,,,,,3090.0,38204886.0,더(the)큰병원,약제,,,
3091,,,,조스타박스주,,"180,000",,,,,,3091.0,38204886.0,더(the)큰병원,약제,,,
3092,,,,둘코락스s정,,500,,,,,,3092.0,38204886.0,더(the)큰병원,약제,,,
3093,,,,파라케이주,,"30,000",,,,,,3093.0,38204886.0,더(the)큰병원,약제,,,
3094,,,,알타질주,,"2,500",,,,,,3094.0,38204886.0,더(the)큰병원,약제,,,
3095,,,,인플루엔자 A.B 바이러스 항원 검사(현장검사),,"20,000",,,,,,3095.0,38204886.0,더(the)큰병원,검사료,,,
3096,,,,항CCP항체[IgG](류마티스검사),,"54,000",,,,,,3096.0,38204886.0,더(the)큰병원,검사료,,,
3097,,,,DITI요천추부 & 하지,,"150,000",,,,,,3097.0,38204886.0,더(the)큰병원,검사료,,,
3098,,,,DITI 흉추부,,"150,000",,,,,,3098.0,38204886.0,더(the)큰병원,검사료,,,
3099,,,,DITI 경추부 & 상지,,"150,000",,,,,,3099.0,38204886.0,더(the)큰병원,검사료,,,
3100,,,,DITI요천추부 & 하지(Review),,"75,000",,,,,,3100.0,38204886.0,더(the)큰병원,검사료,,,
3101,,,,DITI 흉추부(Review),,"75,000",,,,,,3101.0,38204886.0,더(the)큰병원,검사료,,,
3102,,,,DITI 경추부 & 상지(Review),,"75,000",,,,,,3102.0,38204886.0,더(the)큰병원,검사료,,,
3103,,,,ABI(동맹경화도검사),,"50,000",,,,,,3103.0,38204886.0,더(the)큰병원,검사료,,,
3104,,,,체성분검사(비만),,"10,000",,,,,,3104.0,38204886.0,더(the)큰병원,검사료,,,
3105,,,,DITI 전신,,"200,000",,,,,,3105.0,38204886.0,더(the)큰병원,검사료,,,
3106,,,,경부 초음파(thyroid.neck),,"60,000",,,,,,3106.0,38204886.0,더(the)큰병원,초음파,,,
3107,,,,흉부 초음파(rib sono),,"60,000",,,,,,3107.0,38204886.0,더(the)큰병원,초음파,,,
3108,,,,심장-경흉부 심초음파(Echo cardiac),,"200,000",,,,,,3108.0,38204886.0,더(the)큰병원,초음파,,,
3109,,,,"하복부-비뇨기계 초음파-신장,부신,방광",,"70,000",,,,,,3109.0,38204886.0,더(the)큰병원,초음파,,,
3110,,,,Doppler(Femoral Artery),,"200,000",,,,,,3110.0,38204886.0,더(the)큰병원,초음파,,,
3111,,,,Doppler(Carotid Artery),,"200,000",,,,,,3111.0,38204886.0,더(the)큰병원,초음파,,,
3112,,,,관절 초음파-손가락(편측),,"70,000",,,,,,3112.0,38204886.0,더(the)큰병원,초음파,,,
3113,,,,관절 초음파-발가락(편측),,"70,000",,,,,,3113.0,38204886.0,더(the)큰병원,초음파,,,
3114,,,,관절 초음파-주관절(편측),,"70,000",,,,,,3114.0,38204886.0,더(the)큰병원,초음파,,,
3115,,,,관절 초음파-슬관절(편측),,"70,000",,,,,,3115.0,38204886.0,더(the)큰병원,초음파,,,
3116,,,,관절 초음파-고관절(편측),,"70,000",,,,,,3116.0,38204886.0,더(the)큰병원,초음파,,,
3117,,,,관절 초음파-견관절(편측),,"70,000",,,,,,3117.0,38204886.0,더(the)큰병원,초음파,,,
3118,,,,관절 초음파-손목관절(편측),,"70,000",,,,,,3118.0,38204886.0,더(the)큰병원,초음파,,,
3119,,,,관절 초음파-발목관절(편측),,"70,000",,,,,,3119.0,38204886.0,더(the)큰병원,초음파,,,
3120,,,,연부조직 초음파-일반,,"60,000",,,,,,3120.0,38204886.0,더(the)큰병원,초음파,,,
3121,,,,사지혈관도플러초음파-하지-정맥(DVT)-Both,,"150,000",,,,,,3121.0,38204886.0,더(the)큰병원,초음파,,,
3122,,,,두개외혈관도플러초음파-경동맥-simple,,"60,000",,,,,,3122.0,38204886.0,더(the)큰병원,초음파,,,
3123,,,,C-spine MRI,,"390,000",,,,,,3123.0,38204886.0,더(the)큰병원,MRI,,,
3124,,,,T-spine MRI,,"390,000",,,,,,3124.0,38204886.0,더(the)큰병원,MRI,,,
3125,,,,T-L Spine Juntion MRI,,"390,000",,,,,,3125.0,38204886.0,더(the)큰병원,MRI,,,
3126,,,,L-spine MRI,,"390,000",,,,,,3126.0,38204886.0,더(the)큰병원,MRI,,,
3127,,,,L-spine MR Myelogram,,"390,000",,,,,,3127.0,38204886.0,더(the)큰병원,MRI,,,
3128,,,,T-spine MR myelogram,,"390,000",,,,,,3128.0,38204886.0,더(the)큰병원,MRI,,,
3129,,,,C-spine MR myelogram,,"390,000",,,,,,3129.0,38204886.0,더(the)큰병원,MRI,,,
3130,,,,"L-Spine Array(T1,T2-sagittal)",,"200,000",,,,,,3130.0,38204886.0,더(the)큰병원,MRI,,,
3131,,,,"C-Spine Array(T1,T2-sagittal)",,"200,000",,,,,,3131.0,38204886.0,더(the)큰병원,MRI,,,
3132,,,,"T-Spine Array(T1,T2-sagittal)",,"200,000",,,,,,3132.0,38204886.0,더(the)큰병원,MRI,,,
3133,,,,Brain MRI,,"450,000",,,,,,3133.0,38204886.0,더(the)큰병원,MRI,,,
3134,,,,Brain MRA,,"450,000",,,,,,3134.0,38204886.0,더(the)큰병원,MRI,,,
3135,,,,Neck MRA,,"450,000",,,,,,3135.0,38204886.0,더(the)큰병원,MRI,,,
3136,,,,Chest MRA,,"450,000",,,,,,3136.0,38204886.0,더(the)큰병원,MRI,,,
3137,,,,Extremity MRA,,"450,000",,,,,,3137.0,38204886.0,더(the)큰병원,MRI,,,
3138,,,,Both Hip MRI,,"450,000",,,,,,3138.0,38204886.0,더(the)큰병원,MRI,,,
3139,,,,RT Knee MRI,,"450,000",,,,,,3139.0,38204886.0,더(the)큰병원,MRI,,,
3140,,,,LT Knee MRI,,"450,000",,,,,,3140.0,38204886.0,더(the)큰병원,MRI,,,
3141,,,,RT Ankle MRI,,"450,000",,,,,,3141.0,38204886.0,더(the)큰병원,MRI,,,
3142,,,,LT Ankle MRI,,"450,000",,,,,,3142.0,38204886.0,더(the)큰병원,MRI,,,
3143,,,,RT Foot MRI,,"450,000",,,,,,3143.0,38204886.0,더(the)큰병원,MRI,,,
3144,,,,RT Tibia MRI,,"450,000",,,,,,3144.0,38204886.0,더(the)큰병원,MRI,,,
3145,,,,LT Foot MRI,,"450,000",,,,,,3145.0,38204886.0,더(the)큰병원,MRI,,,
3146,,,,LT Tibia MRI,,"450,000",,,,,,3146.0,38204886.0,더(the)큰병원,MRI,,,
3147,,,,LT Thigh MRI,,"450,000",,,,,,3147.0,38204886.0,더(the)큰병원,MRI,,,
3148,,,,RT Thigh MRI,,"450,000",,,,,,3148.0,38204886.0,더(the)큰병원,MRI,,,
3149,,,,RT Elbow MRI,,"450,000",,,,,,3149.0,38204886.0,더(the)큰병원,MRI,,,
3150,,,,LT Elbow MRI,,"450,000",,,,,,3150.0,38204886.0,더(the)큰병원,MRI,,,
