병원명,명칭,분류,소분류,중분류,중복컬럼_1,중복컬럼_2,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
글로벌튼튼병원,뉴디엔주 3ML/1A - SONO,,,,,,"120,000 원",,,,주사약제,,,
글로벌튼튼병원,뉴디엔주 3ML/1A -B.C,,,,,,"100,000 원",,,,주사약제,,,
글로벌튼튼병원,영양주사제,,,,,,"50,000~80,000 원",,,,주사약제,,,
글로벌튼튼병원,콤비플렉스주 375ml,,,,,,"80,000 원",,,,주사약제,,,
글로벌튼튼병원,비비에스주 10ml(휴온스),,,,,,"12,700 원",,,,주사약제,,,
글로벌튼튼병원,Zinctrace Inj.(미네랄주사-상처회복촉진),,,,,,"50,000 원",,,,주사약제,,,
글로벌튼튼병원,Glucolin S Inj.(면역증진/항바이러스작용),,,,,,"25,000 원",,,,주사약제,,,
글로벌튼튼병원,뉴트리헥스주 250ML(대한약품),,,,,,"50,000 원",,,,주사약제,,,
글로벌튼튼병원,비타디본주(콜레카시페롤)vit.D,,,,,,"35,000 원",,,,주사약제,,,
글로벌튼튼병원,메리트씨주,,,,,,"80,000 원",,,,주사약제,,,
글로벌튼튼병원,메디락에스장용정,,,,,,125 원,,,,주사약제,,,
글로벌튼튼병원,덱스토민주(마취제),,,,,,"60,000 원",,,,주사약제,,,
글로벌튼튼병원,페린젝트주(혈액대체용주),,,,,,"250,000 원",,,,주사약제,,,
글로벌튼튼병원,트롬빈동결건조분말5000IU,,,,,,"8,230원",,,,주사약제,,,
글로벌튼튼병원,칼도롤 주사액 400mg,,,,,,"20,000 원",,,,주사약제,,,
글로벌튼튼병원,nothrom (ACD-A 항응고제)3ml,,,,,,"26,000 원",,,,주사약제,,,
글로벌튼튼병원,Cica-Care Gel 15g,,,,,,"78,000 원",,,,주사약제,,,
글로벌튼튼병원,프록토세딜연고 15g,,,,,,"3,500 원",,,,주사약제,,,
글로벌튼튼병원,케펜텍-엘플라스타,,,,,,256 원,,,,주사약제,,,
글로벌튼튼병원,베아제,,,,,,195 원,,,,주사약제,,,
글로벌튼튼병원,판토마그(마그네슘),,,,,,180 원,,,,주사약제,,,
글로벌튼튼병원,셀지민정(아연보급),,,,,,450 원,,,,주사약제,,,
글로벌튼튼병원,와이디 1000연질캡슐,,,,,,150 원,,,,주사약제,,,
글로벌튼튼병원,이지에프새살연고,,,,,,"20,000 원",,,,주사약제,,,
글로벌튼튼병원,마시주,,,,,,"10,000원",,,,주사약제,,,
글로벌튼튼병원,트레스탄캅셀,,,,,,600원,,,,주사약제,,,
글로벌튼튼병원,PCA자가통증조절기,,,,,,"80,000~100,000원",,,,PCA자가통증조절기,,,
글로벌튼튼병원,위 진정내시경 환자관리료,,,,,,"50,000 원",,,,진정내시경 환자관리료,,,
글로벌튼튼병원,대장 진정내시경 환자관리료,,,,,,"50,000 원",,,,진정내시경 환자관리료,,,
글로벌튼튼병원,위+대장 진정내시경 환자관리료,,,,,,"80,000 원",,,,진정내시경 환자관리료,,,
글로벌튼튼병원,도수치료,,,,,,"50,000~140,000 원",,,,재활및물리치료료,,,
글로벌튼튼병원,체외충격파치료,,,,,,"50,000 원",,,,재활및물리치료료,,,
글로벌튼튼병원,FIMS,,,,,,"30,000~2,000,000 원",,,,재활및물리치료료,,,
글로벌튼튼병원,증식치료(사지관절),,,,,,"50,000~70,000 원",,,,재활및물리치료료,,,
글로벌튼튼병원,경피적 풍선이용 척추관 유착박리술,,,,,,"500,000 원",,,,시술/수술료,,,
글로벌튼튼병원,자가골수줄기세포치료(BMAC),,,,,,"900,000 원",,,,시술/수술료,,,
글로벌튼튼병원,카티스템(CARTISTEM),,,,,,"7,500,000 원",,,,시술/수술료,,,
글로벌튼튼병원,내시경적경막외강신경근성형술,,,,,,"800,000 원",,,,시술/수술료,,,
글로벌튼튼병원,추간판내고주파열치료술,,,,,,"800,000 원",,,,시술/수술료,,,
글로벌튼튼병원,경피적경막외강신경성형술,,,,,,"600,000 원",,,,시술/수술료,,,
글로벌튼튼병원,경피적 풍선확장 경막외강 신경성형술,,,,,,"800,000 원",,,,시술/수술료,,,
글로벌튼튼병원,자가골수줄기세포치료술(연골결손),,,,,,"900,000 원",,,,시술/수술료,,,
글로벌튼튼병원,카티젤겔 2mg,,,,,,"14,000 원",,,,처치재료,,,
글로벌튼튼병원,Filter needle,,,,,,"1,500 원",,,,처치재료,,,
글로벌튼튼병원,그린픽스 반창고+인퓨그린(NON-PVC 수액세트),,,,,,"16,000 원",,,,처치재료,,,
글로벌튼튼병원,Neo Dermal Activator,,,,,,"23,500 원",,,,처치재료,,,
글로벌튼튼병원,Opsite Post-Op,,,,,,"2,000~6,000 원",,,,처치재료,,,
글로벌튼튼병원,Opsite Post-Op Visible,,,,,,"30,000 원",,,,처치재료,,,
글로벌튼튼병원,박티그라 10*10,,,,,,"1,500 원",,,,처치재료,,,
글로벌튼튼병원,환의,,,,,,"25,000 원",,,,처치재료,,,
글로벌튼튼병원,Tubigrip E,,,,,,"11,500 원",,,,처치재료,,,
글로벌튼튼병원,Tubigrip G,,,,,,"14,850 원",,,,처치재료,,,
글로벌튼튼병원,Tubigrip J,,,,,,"22,530 원",,,,처치재료,,,
글로벌튼튼병원,처치재료 원에이드(Top dressing kit),,,,,,"1,000원",,,,처치재료,,,
글로벌튼튼병원,폐활량 측정기 인스피로메타,,,,,,"7,000 원",,,,처치재료,,,
글로벌튼튼병원,Marrowstim Kit,,,,,,"1,650,000 원",,,,수술재료,,,
글로벌튼튼병원,HYALOFAST,,,,,,"1,980,000 원",,,,수술재료,,,
글로벌튼튼병원,Cartifill Atelocollagen-연골재생(카티필),,,,,,"1,500,000 원",,,,수술재료,,,
글로벌튼튼병원,큐어젠,,,,,,"200,000 원",,,,수술재료,,,
글로벌튼튼병원,Regenseal(리젠씰) Porcine Dermal Collagen - 6% 1cc,,,,,,"900,000 원",,,,수술재료,,,
글로벌튼튼병원,Regenseal(리젠씰) Porcine Dermal Collagen - 6% 3cc,,,,,,"1,600,000 원",,,,수술재료,,,
글로벌튼튼병원,Regenseal sheet,,,,,,"600,000 원",,,,수술재료,,,
글로벌튼튼병원,Poregel Carboxymethyl Chitosan,,,,,,"750,000원",,,,수술재료,,,
글로벌튼튼병원,Surefuse-Tm Dem 1cc,,,,,,"1,300,000원",,,,수술재료,,,
글로벌튼튼병원,Surefuse-Tm Dem 3cc,,,,,,"2,000,000원",,,,수술재료,,,
글로벌튼튼병원,Surefuse-Tm Dbm 5cc,,,,,,"2,200,000 원",,,,수술재료,,,
글로벌튼튼병원,Allocover Had Acellular Dermis,,,,,,"1,400,000 원",,,,수술재료,,,
글로벌튼튼병원,Skinlink N-Butyl-2-Cyanoacrylate(접착제),,,,,,"100,000 원",,,,수술재료,,,
글로벌튼튼병원,Skin stapler 1개,,,,,,"1,743원",,,,수술재료,,,
글로벌튼튼병원,KD Clamp 형상기억합금,,,,,,"200,000 원",,,,수술재료,,,
글로벌튼튼병원,ZINue (BEA CAT),,,,,,"1,200,000 원",,,,수술재료,,,
글로벌튼튼병원,REGENWEL,,,,,,"400,000 원",,,,수술재료,,,
글로벌튼튼병원,하이배리(Hibarry) Sodium Hyaluronate,,,,,,"600,000 원",,,,수술재료,,,
글로벌튼튼병원,Oxiplex Sodium Carboxymethyl Cellouse,,,,,,"1,000,000 원",,,,수술재료,,,
글로벌튼튼병원,"Ez-Up Skin Closure Nylon, Polyurethane",,,,,,"180,000 원",,,,수술재료,,,
글로벌튼튼병원,ZIP LINE(16cm),,,,,,"180,000 원",,,,수술재료,,,
글로벌튼튼병원,ZIP LINE(8cm),,,,,,"150,000원",,,,수술재료,,,
글로벌튼튼병원,고주파열치료용카테터,,,,,,"1,100,000원",,,,수술재료,,,
글로벌튼튼병원,전기수술기용 전극,,,,,,"1,750,000원",,,,수술재료,,,
글로벌튼튼병원,Veeler Thermoplastic Polyurethane (Tpu),,,,,,"2,000,000원",,,,수술재료,,,
글로벌튼튼병원,Trigger-Flex polar Electrodeii(Dtf-40)Stainl,,,,,,"1,000,000원",,,,수술재료,,,
글로벌튼튼병원,VIKING,,,,,,"2,300,000원",,,,수술재료,,,
글로벌튼튼병원,신경성혈술용 카테터,,,,,,"700,000원",,,,수술재료,,,
글로벌튼튼병원,FORA-B (BEA Cath),,,,,,"1,200,000원",,,,수술재료,,,
글로벌튼튼병원,콜라템프 G-10*10,,,,,,"500,000원",,,,수술재료,,,
글로벌튼튼병원,콜라템프 G-5*5,,,,,,"202,500원",,,,수술재료,,,
글로벌튼튼병원,젠타큐(Genta Q) Collagen 5*5,,,,,,"250,000원",,,,수술재료,,,
글로벌튼튼병원,추간체 고정재 ROD,,,,,,"118,300원",,,,수술재료,,,
글로벌튼튼병원,추간체 고정재 SCREW,,,,,,"299,000원",,,,수술재료,,,
글로벌튼튼병원,Cervical Cage(추간체유합보형제),,,,,,"600,000원",,,,수술재료,,,
글로벌튼튼병원,Hyalofast(BMAC),,,,,,"1,980,000원",,,,수술재료,,,
글로벌튼튼병원,NOVACOL-0.5g - 지혈제,,,,,,"490,000원",,,,수술재료,,,
글로벌튼튼병원,Novoseal,,,,,,"73,910원",,,,수술재료,,,
글로벌튼튼병원,BONE WAX,,,,,,"9,800원",,,,수술재료,,,
글로벌튼튼병원,"Coban(3M)-1""",,,,,,"1,000원",,,,수술재료,,,
글로벌튼튼병원,"Coban(3M)-2""",,,,,,"2,000원",,,,수술재료,,,
글로벌튼튼병원,"Coban(3M)-4""",,,,,,"3,000원",,,,수술재료,,,
글로벌튼튼병원,"Coban(3M)-6""",,,,,,"4,000 원",,,,수술재료,,,
글로벌튼튼병원,BONGENER(골유합촉진제)DBM 1cc,,,,,,"500,000 원",,,,수술재료,,,
글로벌튼튼병원,BONGENER(골유합촉진제)DBM 2.5cc,,,,,,"900,000원",,,,수술재료,,,
글로벌튼튼병원,BONGENER(골유합촉진제)DBM 5cc,,,,,,"1,300,000원",,,,수술재료,,,
글로벌튼튼병원,플로실헤모스태틱매트릭스 5ml (박스터),,,,,,"600,000 원",,,,수술재료,,,
글로벌튼튼병원,ROTAIO,,,,,,"4,800,000원",,,,수술재료,,,
글로벌튼튼병원,derma flex Qs 2,,,,,,"200,000 원",,,,수술재료,,,
글로벌튼튼병원,CAGE SHADOW - LUMBAR,,,,,,"340,000 원",,,,수술재료,,,
글로벌튼튼병원,CAGE SHADOW - CERVICAL,,,,,,"400,000 원",,,,수술재료,,,
글로벌튼튼병원,프록실 5ML,,,,,,"800,000 원",,,,수술재료,,,
글로벌튼튼병원,Stanpad Kaolin 등,,,,,,"180,000원",,,,수술재료,,,
글로벌튼튼병원,Rafugen Dbm Gel Pro Human Dbm+Glycerol,,,,,,"1,600,000 원",,,,수술재료,,,
글로벌튼튼병원,RAFUGEN DBM 1cc GEL,,,,,,"1,300,000원",,,,수술재료,,,
글로벌튼튼병원,RAFUGEN DBM 3cc GEL,,,,,,"2,000,000원",,,,수술재료,,,
글로벌튼튼병원,RAFUGEN DBM 5cc GEL,,,,,,"2,200,000원",,,,수술재료,,,
글로벌튼튼병원,RAFUGEN dem wedge block,,,,,,"1,500,000원",,,,수술재료,,,
글로벌튼튼병원,PLIF PEEK CAGE,,,,,,"340,000원",,,,수술재료,,,
글로벌튼튼병원,"Spinaut Polyurethane, Stainless Steel(신경성형술용 카테터)",,,,,,700000원,,,,수술재료,,,
글로벌튼튼병원,EDEN Catheters(신경성형술용 카테터),,,,,,"700,000원",,,,수술재료,,,
글로벌튼튼병원,Spinaut-H Polyurethane (BEA Cath),,,,,,"1,200,000원",,,,수술재료,,,
글로벌튼튼병원,Ldisq Stainless Steel 고주파열치료술,,,,,,"1,100,000원",,,,수술재료,,,
글로벌튼튼병원,마이젠(Mygen) 601,,,,,,"900,000원",,,,수술재료,,,
글로벌튼튼병원,마이젠(Mygen) 603,,,,,,"1,600,000원",,,,수술재료,,,
글로벌튼튼병원,Allomatrix Cancellous Bone Putty Sgcsh+Cmc+Dbm,,,,,,"1,500,000원",,,,수술재료,,,
글로벌튼튼병원,Oxalic acid(oxalate)-24hu+,,,,,,"60,000 원",,,,이화학검사료,,,
글로벌튼튼병원,항CCP항체[IgG],,,,,,"50,000 원",,,,이화학검사료,,,
글로벌튼튼병원,호모시스테인 검사,,,,,,"40,000 원",,,,이화학검사료,,,
글로벌튼튼병원,Cyfra 21-1,,,,,,"40,000 원",,,,이화학검사료,,,
글로벌튼튼병원,니코틴,,,,,,"10,000원",,,,이화학검사료,,,
글로벌튼튼병원,마약검사 4종,,,,,,"80,000원",,,,이화학검사료,,,
글로벌튼튼병원,체성분 분석검사,,,,,,"5,000원",,,,이화학검사료,,,
글로벌튼튼병원,혈소판 응집능검사[교류저항혈소판응집]_Trap test,,,,,,"40,000 원",,,,이화학검사료,,,
글로벌튼튼병원,인플루엔자 A.B 바이러스 항원원검사,,,,,,"25,000 원",,,,이화학검사료,,,
글로벌튼튼병원,NK cell,,,,,,"70,000원",,,,이화학검사료,,,
글로벌튼튼병원,체온열검사(DITI),,,,,,"100,000 원",,,,통증검사,,,
글로벌튼튼병원,DEMG(다원)-Dynamic Electromyography,,,,,,"100,000 원",,,,통증검사,,,
글로벌튼튼병원,동맥경화도검사+ABI (맥파전달속도측정),,,,,,"100,000 원",,,,기능검사,,,
글로벌튼튼병원,동맥경화도검사,,,,,,"50,000 원",,,,기능검사,,,
글로벌튼튼병원,"SONO(초음파)-복부,심장,혈관,관절,근골격계 등",,,,,,"50,000~200,000 원",,,,초음파검사,,,
글로벌튼튼병원,Carotid MRA (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Carotid MRA + E (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Lower Extremity MRA+E (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Lower Extremity MRA (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Brain MRA (B),,,,,,"400,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Brain MRI + MRA +Diffusion+ E (B)),,,,,,"650,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Brain MRI + MRA + Diffusion (B),,,,,,"750,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,MRI LIMITED 15,,,,,,"150,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,MRI LIMITED 20,,,,,,"200,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,MRI LIMITED 28,,,,,,"280,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,MRI LIMITED 32,,,,,,"320,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,MRI LIMITED 36,,,,,,"360,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,MRI LIMITED 52,,,,,,"520,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,MRI Partial view,,,,,,"200,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Abdomen MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Abdomen MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Cholangiogram MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Myelogram MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Liver MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Chest MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Neck MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Neck MRI + E (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Brain MRI (B) (Diffusion 포함),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Brain MRI +diffusion+ E (B),,,,,,"550,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,C-Spine MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,C-Spine MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,T-Spine MRI,,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,T-Spine MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,L-Spine MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,C-T-L T1 Sagittal MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,C-T-L T2 Sagittal MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,C-T Spine MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,C-T Spine MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,T-L Spine MRI Post OP (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,T-L Spine MRI Post OP + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,T-L Spine MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,T-L Spine MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,L-S Spine MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,L-S Spine MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,WHOLE SPINE MRI C+TL (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,WHOLE SPINE MRI L+CT (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,WHOLE SPINE MRI C+TL (E)(B),,,,,,"550,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,WHOLE SPINE MRI L+CT (E)(B),,,,,,"550,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,TM Joint MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Scapula MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Shoulder MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Elbow MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Wrist MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Wrist MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Hand MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Hand MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Upper Extrimity MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Upper Extrimity MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Hip MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Hip MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Pelvis MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Thigh MRI,,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Thigh MRI + E,,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Saccroiliac MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Sacrum MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Knee MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Knee MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Ankle MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Ankle Joint MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Ankle MRI Post-BMAC,,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Foot MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Foot MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Lower Extrimity MRI + E (B),,,,,,"450,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Lower Extremity MRI (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,MRI Post OP (B),,,,,,"350,000 원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Elbow MRI,,,,,,"350,000원",,,,MRI(조영제별도),,,
글로벌튼튼병원,Brain MRI,,,,,,"400,000원",,,,MRI(조영제별도),,,
글로벌튼튼병원,일반진단서,,,,,,"10,000 원",,,,증명료,,,
글로벌튼튼병원,입원/퇴원 확인서,,,,,,"1,000 원",,,,증명료,,,
글로벌튼튼병원,진료비세부내역서,,,,,,- 원,,,,증명료,,,
글로벌튼튼병원,진료의뢰서,,,,,,- 원,,,,증명료,,,
글로벌튼튼병원,통원/진료확인서,,,,,,"2,000 원",,,,증명료,,,
글로벌튼튼병원,후유장애진단서,,,,,,"100,000 원",,,,증명료,,,
글로벌튼튼병원,병사용진단서,,,,,,"20,000 원",,,,증명료,,,
글로벌튼튼병원,상해진단서(3주 미만),,,,,,"100,000 원",,,,증명료,,,
글로벌튼튼병원,상해진단서(3주 이상),,,,,,"150,000 원",,,,증명료,,,
글로벌튼튼병원,국민연금장애심사용진단서,,,,,,"15,000 원",,,,증명료,,,
글로벌튼튼병원,향후진료비 추정서(천만원이상),,,,,,"100,000 원",,,,증명료,,,
글로벌튼튼병원,향후진료비 추정서(천만원미만),,,,,,"50,000 원",,,,증명료,,,
글로벌튼튼병원,근로능력평가용진단서,,,,,,"10,000 원",,,,증명료,,,
글로벌튼튼병원,진료확인서(수술확인),,,,,,"1,000 원",,,,증명료,,,
글로벌튼튼병원,소견서,,,,,,- 원,,,,증명료,,,
글로벌튼튼병원,보험회사소견서,,,,,,"10,000 원",,,,증명료,,,
글로벌튼튼병원,비급여 소견서,,,,,,"1,000 원",,,,증명료,,,
글로벌튼튼병원,의무기록 사본(5매이하),,,,,,"1,000 원",,,,증명료,,,
글로벌튼튼병원,의무기록 사본(1장),,,,,,100 원,,,,증명료,,,
글로벌튼튼병원,의무기록사본(1장-판독지),,,,,,100 원,,,,증명료,,,
글로벌튼튼병원,제증명서 재발행,,,,,,"1,000 원",,,,증명료,,,
글로벌튼튼병원,CD COPY,,,,,,"10,000원",,,,증명료,,,
글로벌튼튼병원,구급차 사용료(10km 이내),,,,,,"30,000 원",,,,구급차사용료,,,
글로벌튼튼병원,공무원채용검진(B형간염 추가),,,,,,"50,000 원",,,,검진료,,,
글로벌튼튼병원,일반채용검진,,,,,,"30,000 원",,,,검진료,,,
글로벌튼튼병원,축구종합검진,,,,,,"150,000~350,000 원",,,,검진료,,,
글로벌튼튼병원,Arm Sling-팔걸이,,,,,,"5,000 원",,,,보조기료,,,
글로벌튼튼병원,필라델피아,,,,,,"40,000 원",,,,보조기료,,,
글로벌튼튼병원,Steri strip,,,,,,"2,500 원",,,,보조기료,,,
글로벌튼튼병원,토마스 칼라-SOFT,,,,,,"10,000 원",,,,보조기료,,,
글로벌튼튼병원,발포밴드,,,,,,"12,000 원",,,,보조기료,,,
글로벌튼튼병원,Crutch 1쌍,,,,,,"18,000 원",,,,보조기료,,,
글로벌튼튼병원,Color shose,,,,,,"10,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기)정형외과/ 신경외과,,,,,,"15,000~2,400,000 원",,,,보조기료,,,
글로벌튼튼병원,"보조기)Ak-L350 Polyethylene,벨크로 등",,,,,,"180,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기)LSO-(28) (Back brace 4호),,,,,,"250,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) Cyber tech Back brace 3호(25),,,,,,"180,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) Miami J collar (neck)(18),,,,,,"180,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) ACL-OS(28),,,,,,"280,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) PCL-OS(28),,,,,,"280,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) MCL-OS (15),,,,,,"150,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) AIR CAST-OS(10),,,,,,"100,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) THUNDER BRACE(10),,,,,,"100,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) ANKLE SUPPORT -OS(3),,,,,,"18,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) KENNY HOWARD SLING-OS(16),,,,,,"160,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) K-SLING-OS(16),,,,,,"100,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) LONG ARM-OS(32),,,,,,"320,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) WALKING(R.O.M)-OS(35),,,,,,"350,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) SHOE-OS(6),,,,,,"60,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) THUMB WRIST SUPPORT-OS(3),,,,,,"30,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) WRIST SUPPORT-OS(3),,,,,,"15,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) Elbow Brace(4),,,,,,"44,000 원",,,,보조기료,,,
글로벌튼튼병원,보조기) Donjoy brace-(Custom Braces),,,,,,"2,400,000 원",,,,보조기료,,,
글로벌튼튼병원,OA Knee Brace,,,,,,"350,000원",,,,보조기료,,,
글로벌튼튼병원,발가락교정기,,,,,,"20,000원",,,,보조기료,,,
글로벌튼튼병원,Knee Support Cover,,,,,,"60,000 원",,,,보조기료,,,
글로벌튼튼병원,Shoulder Support Cover,,,,,,"60,000 원",,,,보조기료,,,
글로벌튼튼병원,보호자식(1식당),,,,,,"5,000 원",,,,식대료,,,
글로벌튼튼병원,FAT CT,,,,,,"30,000원",,,,CT,,,
연세나무병원,1인실,상급병실료 차액,,,,,"200,000",,,ABZ01,일반,,,
연세나무병원,,보호자식,,,,,"5,000",,,,,,,
연세나무병원,,공기밥추가,,,,,"1,000",,,,,,,
연세나무병원,,입원용품(수저세트),,,,,"1,000",,,,,,,
연세나무병원,인플루엔자 A·B 바이러스항원검사,감염증 기타 검사,,,,,"30,000",,,CZ394,인플루엔자 A·B 바이러스항원검사,,,
연세나무병원,항CCP항체[IgG],자가면역질환검사,,,,,"44,220",,,CZ432,항CCP항체[IgG],,,
연세나무병원,체온열검사,"외피, 근골기능검사",,,,,"100,000",,,EZ776,체온열 검사(DITI) Lumbar,,,
연세나무병원,체온열검사,"외피, 근골기능검사",,,,,"100,000",,,EZ776,체온열 검사(DITI) Cervical,,,
연세나무병원,체온열검사,"외피, 근골기능검사",,,,,"50,000",,,EZ776,체온열 검사(DITI) 하지2장,,,
연세나무병원,체온열검사,"외피, 근골기능검사",,,,,"50,000",,,EZ776,체온열 검사(DITI) 하지후면발바닥,,,
연세나무병원,체온열검사,"외피, 근골기능검사",,,,,"50,000",,,EZ776,체온열 검사(DITI) 상체2장,,,
연세나무병원,체온열검사,"외피, 근골기능검사",,,,,"50,000",,,EZ776,체온열 검사(DITI) 상체2장,,,
연세나무병원,체온열검사,"외피, 근골기능검사",,,,,"100,000",,,EZ776,체온열 검사(DITI) 흉부4장,,,
