,Unnamed: 0,병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
9090,9090,의료법인 백천의료재단 바로본병원,증식치료(Prolotherapy) IA(관절),처치 수술료,,,,"30,000원",,,,,,,
9091,9091,의료법인 백천의료재단 바로본병원,증식치료(Prolotherapy) Muscular(근육),처치 수술료,,,,"30,000원",,,,,,,
9092,9092,의료법인 백천의료재단 바로본병원,증식치료(Prolotherapy) 척추 1레벨,처치 수술료,,,,"30,000원",,,,,,,
9093,9093,의료법인 백천의료재단 바로본병원,증식치료(Prolotherapy) 척추 2레벨,처치 수술료,,,,"50,000원",,,,,,,
9094,9094,의료법인 백천의료재단 바로본병원,증식치료(Prolotherapy) 척추 3레벨,처치 수술료,,,,"70,000원",,,,,,,
9095,9095,의료법인 백천의료재단 바로본병원,체외충격파치료(ESWT),처치 수술료,,,,"50,000원",,,,,,,
9096,9096,의료법인 백천의료재단 바로본병원,둘코락스S정,약제료,,,,500원,,,,,,,
9097,9097,의료법인 백천의료재단 바로본병원,미가펜캡슐,약제료,,,,200원,,,,,,,
9098,9098,의료법인 백천의료재단 바로본병원,비오플250캡슐,약제료,,,,300원,,,,,,,
9099,9099,의료법인 백천의료재단 바로본병원,아로나민씨플러스정,약제료,,,,"1,000원",,,,,,,
9100,9100,의료법인 백천의료재단 바로본병원,알벤다졸정 400mg,약제료,,,,400원,,,,,,,
9101,9101,의료법인 백천의료재단 바로본병원,알보칠콘센트레이트액,약제료,,,,"8,780원",,,,,,,
9102,9102,의료법인 백천의료재단 바로본병원,오라메디연고,약제료,,,,"6,700원",,,,,,,
9103,9103,의료법인 백천의료재단 바로본병원,유락신연고 1g,약제료,,,,70원,,,,,,,
9104,9104,의료법인 백천의료재단 바로본병원,이지에프 새살연고 10g,약제료,,,,"40,000원",,,,,,,
9105,9105,의료법인 백천의료재단 바로본병원,인보사케이주,약제료,,,,"7,000,000원",,,,,,,
9106,9106,의료법인 백천의료재단 바로본병원,제타프렉스겔82g,약제료,,,,"20,000원",,,,,,,
9107,9107,의료법인 백천의료재단 바로본병원,지씨멀티12주,약제료,,,,"10,000원",,,,,,,
9108,9108,의료법인 백천의료재단 바로본병원,칼라민로오션1ml,약제료,,,,30원,,,,,,,
9109,9109,의료법인 백천의료재단 바로본병원,타우로린주2% 250ml,약제료,,,,"120,000원",,,,,,,
9110,9110,의료법인 백천의료재단 바로본병원,트래스오릭스포르테캡슐,약제료,,,,600원,,,,,,,
9111,9111,의료법인 백천의료재단 바로본병원,트레스탄캡슐,약제료,,,,600원,,,,,,,
9112,9112,의료법인 백천의료재단 바로본병원,후라신연고 1g,약제료,,,,200원,,,,,,,
9113,9113,의료법인 백천의료재단 바로본병원,훼스탈 플러스 정,약제료,,,,345원,,,,,,,
9114,9114,의료법인 백천의료재단 바로본병원,임팩타민파워정,약제료,,,,400원,,,,,,,
9115,9115,의료법인 백천의료재단 바로본병원,코네티비나겔,약제료,,,,"20,000원",,,,,,,
9116,9116,의료법인 백천의료재단 바로본병원,트레스탄캡슐,약제료,,,,600원,,,,,,,
9117,9117,의료법인 백천의료재단 바로본병원,트레스오릭스포르테캡슐,약제료,,,,600원,,,,,,,
9118,9118,의료법인 백천의료재단 바로본병원,훼스탈 정,약제료,,,,345원,,,,,,,
9119,9119,의료법인 백천의료재단 바로본병원,넥칼라,수술 처치 재료,,,,"10,000원",,,,,,,
9120,9120,의료법인 백천의료재단 바로본병원,리오켓 상지,수술 처치 재료,,,,"30,000원",,,,,,,
9121,9121,의료법인 백천의료재단 바로본병원,리오켓 하지,수술 처치 재료,,,,"30,000원",,,,,,,
9122,9122,의료법인 백천의료재단 바로본병원,목발,수술 처치 재료,,,,"17,000원",,,,,,,
9123,9123,의료법인 백천의료재단 바로본병원,무릎보호대,수술 처치 재료,,,,"7,000원",,,,,,,
9124,9124,의료법인 백천의료재단 바로본병원,발목보호대,수술 처치 재료,,,,"7,000원",,,,,,,
9125,9125,의료법인 백천의료재단 바로본병원,발목보호대(파란색),수술 처치 재료,,,,"30,000원",,,,,,,
9126,9126,의료법인 백천의료재단 바로본병원,방석,수술 처치 재료,,,,"10,000원 ~ 25,000원",,,,,,,
9127,9127,의료법인 백천의료재단 바로본병원,벨포밴드,수술 처치 재료,,,,"15,000원",,,,,,,
9128,9128,의료법인 백천의료재단 바로본병원,손목보호대,수술 처치 재료,,,,"7,000원 ~ 14,000원",,,,,,,
9129,9129,의료법인 백천의료재단 바로본병원,손목스프린트,수술 처치 재료,,,,"15,000원 ~ 30,000원",,,,,,,
9130,9130,의료법인 백천의료재단 바로본병원,슈퍼포어(9*30cm),수술 처치 재료,,,,"1,500원",,,,,,,
9131,9131,의료법인 백천의료재단 바로본병원,스킨포어 (10*10cm),수술 처치 재료,,,,150원,,,,,,,
9132,9132,의료법인 백천의료재단 바로본병원,스킨포어(15*10cm),수술 처치 재료,,,,200원,,,,,,,
9133,9133,의료법인 백천의료재단 바로본병원,써지가드 거즈(넌우븐),수술 처치 재료,,,,"100,000원",,,,,,,
9134,9134,의료법인 백천의료재단 바로본병원,써지가드 거즈(피브릴라),수술 처치 재료,,,,"110,000원",,,,,,,
9135,9135,의료법인 백천의료재단 바로본병원,요통대(코르셋),수술 처치 재료,,,,"50,000원",,,,,,,
9136,9136,의료법인 백천의료재단 바로본병원,인스틸라젤겔 11ml,수술 처치 재료,,,,"17,000원",,,,,,,
9137,9137,의료법인 백천의료재단 바로본병원,젠타큐,수술 처치 재료,,,,"400,000원",,,,,,,
9138,9138,의료법인 백천의료재단 바로본병원,지혈용 멸균밴드,수술 처치 재료,,,,"1,500원",,,,,,,
9139,9139,의료법인 백천의료재단 바로본병원,찜질팩(Multi-Fix Total Care pack),수술 처치 재료,,,,"57,750원",,,,,,,
9140,9140,의료법인 백천의료재단 바로본병원,카티스템 1.5ml,수술 처치 재료,,,,"10,000,000원",,,,,,,
9141,9141,의료법인 백천의료재단 바로본병원,케이디(KD) CLAMP,수술 처치 재료,,,,"200,000원",,,,,,,
9142,9142,의료법인 백천의료재단 바로본병원,큐어젠,수술 처치 재료,,,,"200,000원",,,,,,,
9143,9143,의료법인 백천의료재단 바로본병원,토우가드 캐스트신발,수술 처치 재료,,,,"15,000원",,,,,,,
9144,9144,의료법인 백천의료재단 바로본병원,팔걸이,수술 처치 재료,,,,"5,000원",,,,,,,
9145,9145,의료법인 백천의료재단 바로본병원,팔꿈치보호대,수술 처치 재료,,,,"7,000원 ~ 20,000원",,,,,,,
9146,9146,의료법인 백천의료재단 바로본병원,필라델피아,수술 처치 재료,,,,"25,000원",,,,,,,
9147,9147,의료법인 백천의료재단 바로본병원,하이배리 1.5cc,수술 처치 재료,,,,"250,000원",,,,,,,
9148,9148,의료법인 백천의료재단 바로본병원,하이배리 5cc,수술 처치 재료,,,,"600,000원",,,,,,,
9149,9149,의료법인 백천의료재단 바로본병원,하이퍼포어 (9*30cm),수술 처치 재료,,,,"7,500원",,,,,,,
9150,9150,의료법인 백천의료재단 바로본병원,히알플러스주 1.0ml,수술 처치 재료,,,,"200,000원",,,,,,,
9151,9151,의료법인 백천의료재단 바로본병원,A-DERM ROLL (에이덤롤),수술 처치 재료,,,,650원,,,,,,,
9152,9152,의료법인 백천의료재단 바로본병원,Air Walker,수술 처치 재료,,,,"397,000원",,,,,,,
9153,9153,의료법인 백천의료재단 바로본병원,Air Walker (Heel),수술 처치 재료,,,,"409,600원",,,,,,,
9154,9154,의료법인 백천의료재단 바로본병원,CAREFIX ALPHA(10cm*15cm),수술 처치 재료,,,,"1,000원",,,,,,,
9155,9155,의료법인 백천의료재단 바로본병원,CAREFIX ALPHA(10cm*30cm),수술 처치 재료,,,,"1,500원",,,,,,,
9156,9156,의료법인 백천의료재단 바로본병원,CAREFIX ALPHA(D),수술 처치 재료,,,,"3,000원",,,,,,,
9157,9157,의료법인 백천의료재단 바로본병원,CARTIFILL,수술 처치 재료,,,,"2,700,000원",,,,,,,
9158,9158,의료법인 백천의료재단 바로본병원,Cast Shoes (캐스트신발),수술 처치 재료,,,,"10,000원",,,,,,,
9159,9159,의료법인 백천의료재단 바로본병원,Cast-shoes 고급형,수술 처치 재료,,,,"17,000원",,,,,,,
9160,9160,의료법인 백천의료재단 바로본병원,Cast-shoes 일반형,수술 처치 재료,,,,"10,000원",,,,,,,
9161,9161,의료법인 백천의료재단 바로본병원,Colla Shield 1cc,수술 처치 재료,,,,"200,000원",,,,,,,
9162,9162,의료법인 백천의료재단 바로본병원,Colla Shield(Black),수술 처치 재료,,,,"2,700,000원",,,,,,,
9163,9163,의료법인 백천의료재단 바로본병원,Cool pack,수술 처치 재료,,,,"15,000원",,,,,,,
9164,9164,의료법인 백천의료재단 바로본병원,DBM0.5cc~3cc,수술 처치 재료,,,,"450,000원 ~ 1,400,000원",,,,,,,
9165,9165,의료법인 백천의료재단 바로본병원,DN BODY WARMER,수술 처치 재료,,,,"120,000원",,,,,,,
9166,9166,의료법인 백천의료재단 바로본병원,EDEN,수술 처치 재료,,,,"900,000원",,,,,,,
9167,9167,의료법인 백천의료재단 바로본병원,EDTA 주사,수술 처치 재료,,,,"100,000원",,,,,,,
9168,9168,의료법인 백천의료재단 바로본병원,ELAFIT(탄력밴드)(4*20cm),수술 처치 재료,,,,300원,,,,,,,
9169,9169,의료법인 백천의료재단 바로본병원,ELAFIT(탄력밴드)(6*20cm),수술 처치 재료,,,,400원,,,,,,,
9170,9170,의료법인 백천의료재단 바로본병원,EZ-UP skin closure(10cm),수술 처치 재료,,,,"166,500원",,,,,,,
9171,9171,의료법인 백천의료재단 바로본병원,EZ-UP skin closure(18cm),수술 처치 재료,,,,"180,000원",,,,,,,
9172,9172,의료법인 백천의료재단 바로본병원,EZ-UP skin closure(5cm),수술 처치 재료,,,,"150,000원",,,,,,,
9173,9173,의료법인 백천의료재단 바로본병원,FC FIX,수술 처치 재료,,,,"4,400원",,,,,,,
9174,9174,의료법인 백천의료재단 바로본병원,Filter needle(필터니들),수술 처치 재료,,,,"1,500원",,,,,,,
9175,9175,의료법인 백천의료재단 바로본병원,Fix DERM,수술 처치 재료,,,,"2,700원",,,,,,,
9176,9176,의료법인 백천의료재단 바로본병원,HEKAFAST 3인치(7.5*30cm),수술 처치 재료,,,,"5,400원",,,,,,,
9177,9177,의료법인 백천의료재단 바로본병원,HEKAFAST 4인치(7.5*30cm),수술 처치 재료,,,,"6,000원",,,,,,,
9178,9178,의료법인 백천의료재단 바로본병원,HPMF(PCA set),수술 처치 재료,,,,"150,000원",,,,,,,
9179,9179,의료법인 백천의료재단 바로본병원,IV Filter Line,수술 처치 재료,,,,"5,000원",,,,,,,
9180,9180,의료법인 백천의료재단 바로본병원,K-Sling,수술 처치 재료,,,,"120,000원",,,,,,,
9181,9181,의료법인 백천의료재단 바로본병원,LMA,수술 처치 재료,,,,"60,000원",,,,,,,
9182,9182,의료법인 백천의료재단 바로본병원,NDA PLUS 1g,수술 처치 재료,,,,"30,000원",,,,,,,
9183,9183,의료법인 백천의료재단 바로본병원,Mini volume line,수술 처치 재료,,,,"10,000원",,,,,,,
9184,9184,의료법인 백천의료재단 바로본병원,PEHA-HAFT(4*20cm),수술 처치 재료,,,,300원,,,,,,,
9185,9185,의료법인 백천의료재단 바로본병원,P-STOP,수술 처치 재료,,,,"680,000원",,,,,,,
9186,9186,의료법인 백천의료재단 바로본병원,Pulse Lavage Total Hip Set,수술 처치 재료,,,,"300,000원",,,,,,,
9187,9187,의료법인 백천의료재단 바로본병원,regenseal 303(콜라겐),수술 처치 재료,,,,"450,000원",,,,,,,
9188,9188,의료법인 백천의료재단 바로본병원,"RF TIP (Disc-Care, 행위료포함)",수술 처치 재료,,,,"3,800,000원",,,,,,,
9189,9189,의료법인 백천의료재단 바로본병원,STANPAD 10매,수술 처치 재료,,,,"150,000원",,,,,,,
9190,9190,의료법인 백천의료재단 바로본병원,ST. Cox (PEN),수술 처치 재료,,,,"900,000원",,,,,,,
9191,9191,의료법인 백천의료재단 바로본병원,Statlock,수술 처치 재료,,,,"15,000원",,,,,,,
9192,9192,의료법인 백천의료재단 바로본병원,Total care pack,수술 처치 재료,,,,"120,000원",,,,,,,
9193,9193,의료법인 백천의료재단 바로본병원,TransporeWhite (2.5cm*1.37m),수술 처치 재료,,,,"2,000원",,,,,,,
9194,9194,의료법인 백천의료재단 바로본병원,TransporeWhite (2.5cm*9.14m),수술 처치 재료,,,,"3,000원",,,,,,,
9195,9195,의료법인 백천의료재단 바로본병원,WELFIX ALPHA (10cm*10cm),수술 처치 재료,,,,"1,500원",,,,,,,
9196,9196,의료법인 백천의료재단 바로본병원,WELFIX ALPHA (10cm*15cm),수술 처치 재료,,,,"2,000원",,,,,,,
9197,9197,의료법인 백천의료재단 바로본병원,WELFIX ALPHA (4.5cm*5.5cm),수술 처치 재료,,,,"1,000원",,,,,,,
9198,9198,연세한강병원,1인실,상급병실료,,상급병실료 차액,,"250,000",,,ABZ010001,1인실,,,
9199,9199,연세한강병원,체온열검사,기능검사료,,검사료,,"100,000",,,EZ776,체온열검사(DITI)-상지,,,
9200,9200,연세한강병원,체온열검사,기능검사료,,검사료,,"100,000",,,EZ776,체온열검사(DITI)-하지,,,
9201,9201,연세한강병원,체온열검사,기능검사료,,검사료,,"200,000",,,EZ776,체온열검사(DITI)-전신,,,
9202,9202,연세한강병원,동적 족저압측정,기능검사료,,검사료,,"50,000",,,EZ777,동적 족저압측정,,,
9203,9203,연세한강병원,[검진목적]골밀도검사 (2부위이상),기능검사료,,검사료,,"48,000",,,HC342,[검진목적]골밀도검사 (2부위이상),,,
9204,9204,연세한강병원,체성분검사,기능검사료,,검사료,,"20,000",,,,체성분검사,,,
9205,9205,연세한강병원,"Influenza A/B kit [현장검사,인플루엔자검사]",검체검사료,,검사료,,"15,000",,,CZ394,"Influenza A/B kit [현장검사,인플루엔자검사]",,,
9206,9206,연세한강병원,Anti CCP Antibody[IgG],검체검사료,,검사료,,"50,000",,,CZ432,Anti CCP Antibody[IgG],,,
9207,9207,연세한강병원,"항글로불린검사-증강법-직접법(Microcoloumn항글로불린법,PEG,폴리브렌)",검체검사료,,검사료,,"7,320",,,D154100C,"항글로불린검사-증강법-직접법(Microcoloumn항글로불린법,PEG)",,,
9208,9208,연세한강병원,면역화학염색(ER),검체검사료,,검사료,,"51,400",,,C5670006,면역화학염색(ER),,,
9209,9209,연세한강병원,면역화학염색(PR),검체검사료,,검사료,,"51,400",,,C5670006,면역화학염색(PR),,,
9210,9210,연세한강병원,HLA-B51 Typing,검체검사료,,검사료,,"93,300",,,CZ909,HLA-B51 Typing,,,
9211,9211,연세한강병원,인플루엔자바이러스 PCR A&B,검체검사료,,검사료,,"146,080",,,CZ996,인플루엔자바이러스 PCR A&B,,,
9212,9212,연세한강병원,기생충검사(성충),검체검사료,,검사료,,"20,000",,,,기생충검사(성충),,,
9213,9213,연세한강병원,1인실,상급병실료,,상급병실료 차액,,"250,000",,,ABZ010001,1인실,,,
9214,9214,연세한강병원,체온열검사,기능검사료,,검사료,,"100,000",,,EZ776,체온열검사(DITI)-상지,,,
9215,9215,연세한강병원,체온열검사,기능검사료,,검사료,,"100,000",,,EZ776,체온열검사(DITI)-하지,,,
9216,9216,연세한강병원,체온열검사,기능검사료,,검사료,,"200,000",,,EZ776,체온열검사(DITI)-전신,,,
9217,9217,연세한강병원,동적 족저압측정,기능검사료,,검사료,,"50,000",,,EZ777,동적 족저압측정,,,
9218,9218,연세한강병원,[검진목적]골밀도검사 (2부위이상),기능검사료,,검사료,,"48,000",,,HC342,[검진목적]골밀도검사 (2부위이상),,,
9219,9219,연세한강병원,체성분검사,기능검사료,,검사료,,"20,000",,,,체성분검사,,,
9220,9220,연세한강병원,"Influenza A/B kit [현장검사,인플루엔자검사]",검체검사료,,검사료,,"15,000",,,CZ394,"Influenza A/B kit [현장검사,인플루엔자검사]",,,
9221,9221,연세한강병원,Anti CCP Antibody[IgG],검체검사료,,검사료,,"50,000",,,CZ432,Anti CCP Antibody[IgG],,,
9222,9222,연세한강병원,"항글로불린검사-증강법-직접법(Microcoloumn항글로불린법,PEG,폴리브렌)",검체검사료,,검사료,,"7,320",,,D154100C,"항글로불린검사-증강법-직접법(Microcoloumn항글로불린법,PEG)",,,
9223,9223,연세한강병원,면역화학염색(ER),검체검사료,,검사료,,"51,400",,,C5670006,면역화학염색(ER),,,
9224,9224,연세한강병원,면역화학염색(PR),검체검사료,,검사료,,"51,400",,,C5670006,면역화학염색(PR),,,
9225,9225,연세한강병원,HLA-B51 Typing,검체검사료,,검사료,,"93,300",,,CZ909,HLA-B51 Typing,,,
9226,9226,연세한강병원,인플루엔자바이러스 PCR A&B,검체검사료,,검사료,,"146,080",,,CZ996,인플루엔자바이러스 PCR A&B,,,
9227,9227,연세한강병원,기생충검사(성충),검체검사료,,검사료,,"20,000",,,,기생충검사(성충),,,
9228,9228,연세한강병원,하이배리(HIBARRY),치료재료대,,,,"250,000","250,000","500,000",BF0101VT,하이배리(HIBARRY),,,
9229,9229,연세한강병원,MEDICLORE,치료재료대,,,,"300,000","300,000","800,000",BM2101QT,MEDICLORE,,,
9230,9230,연세한강병원,MEDISHIELD ANTI-ADHESION GEL,치료재료대,,,,"600,000","600,000","1,100,000",BF0101AW,MEDISHIELD ANTI-ADHESION GEL,,,
9231,9231,연세한강병원,TRICELL BMC KIT,치료재료대,,,,"1,600,000",,,BL6050GH,TRICELL BMC KIT,,,
9232,9232,연세한강병원,CHONDRO-GIDE,치료재료대,,,,"3,400,000",,,BL6051VY,CHONDRO-GIDE,,,
9233,9233,연세한강병원,"SMARTPREP2 BONE MARROW PROCEDURE PACK BMAC2(BMAC2 30-01,BMAC2 60-01,BMAC2 120-01)",치료재료대,,,,"3,400,000",,,BL6051UM,"SMARTPREP2 BONE MARROW PROCEDURE PACK BMAC2(BMAC2 30-01,BMAC2 60-01,BMAC2 120-01)",,,
9234,9234,연세한강병원,HYALOFAST(HYALURONIC ACID MEMBRANE(지지대)),치료재료대,,,,"1,600,000",,,BL6052UM,HYALOFAST(HYALURONIC ACID MEMBRANE(지지대)),,,
9235,9235,연세한강병원,(10cm당 산정)10cm Fixing Roll 3M SOFT CLOTH WITH LINER,치료재료대,,,,"1,000",,,BM5101LX,(10cm당 산정)10cm Fixing Roll 3M SOFT CLOTH WITH LINER,,,
9236,9236,연세한강병원,OPSITE POST-OP(6.5*5),치료재료대,,,,"1,800",,,BM5013CD,OPSITE POST-OP(6.5*5),,,
9237,9237,연세한강병원,OPSITE POST-OP 9.5*8.5,치료재료대,,,,"3,800",,,BM5013CD,OPSITE POST-OP 9.5*8.5,,,
9238,9238,연세한강병원,OPSITE POST-OP 10*12,치료재료대,,,,"4,000",,,BM5013CD,OPSITE POST-OP 10*12,,,
9239,9239,연세한강병원,OPSITE POST-OP 15.5*8.5,치료재료대,,,,"4,500",,,BM5013CD,OPSITE POST-OP 15.5*8.5,,,
9240,9240,연세한강병원,OPSITE POST-OP 25*10,치료재료대,,,,"6,000",,,BM5013CD,OPSITE POST-OP 25*10,,,
9241,9241,연세한강병원,OPSITE POST-OP 10*20,치료재료대,,,,"5,500",,,BM5013CD,OPSITE POST-OP 10*20,,,
9242,9242,연세한강병원,(10cm당 산정)15cm Fixing Roll 3M SOFT CLOTH WITH LINER,치료재료대,,,,"1,500",,,BM5101LX,(10cm당 산정)15cm Fixing Roll 3M SOFT CLOTH WITH LINER,,,
9243,9243,연세한강병원,일반진단서,제증명료,,,,"10,000",,,PDZ010000,일반진단서,,,
9244,9244,연세한강병원,일반진단서(추가),제증명료,,,,"1,000",,,PDZ160000,일반진단서(추가),,,
9245,9245,연세한강병원,건강진단서,제증명료,,,,"20,000",,,PDZ010001,건강진단서,,,
9246,9246,연세한강병원,건강진단서(영문),제증명료,,,,"40,000",,,,건강진단서(영문),,,
9247,9247,연세한강병원,건강진단서(특수),제증명료,,,,"70,000",,,,건강진단서(특수),,,
9248,9248,연세한강병원,건강진단서(추가),제증명료,,,,"1,000",,,PDZ160000,건강진단서(추가),,,
9249,9249,연세한강병원,근로능력평가용진단서,제증명료,,,,"10,000",,,PDZ010002,근로능력평가용진단서,,,
9250,9250,연세한강병원,사망진단서,제증명료,,,,"10,000",,,PDZ030000,사망진단서,,,
9251,9251,연세한강병원,사망진단서(추가),제증명료,,,,"1,000",,,PDZ160000,사망진단서(추가),,,
9252,9252,연세한강병원,장애진단서 정신적장애(동사무소용),제증명료,,,,"40,000",,,PDZ070002,장애진단서 정신적장애(동사무소용),,,
9253,9253,연세한강병원,국민연금 장애심사용진단서,제증명료,,,,"15,000",,,PDZ100000,국민연금 장애심사용진단서,,,
9254,9254,연세한강병원,후유장애진단서,제증명료,,,,"100,000",,,PDZ070003,후유장애진단서,,,
9255,9255,연세한강병원,후유장애진단서(추가),제증명료,,,,"1,000",,,PDZ160000,후유장애진단서(추가),,,
9256,9256,연세한강병원,후유장애진단서(맥브라이드),제증명료,,,,"100,000",,,PDZ070003,후유장애진단서(맥브라이드),,,
9257,9257,연세한강병원,후유장애진단서(맥브라이드)(추가),제증명료,,,,"1,000",,,PDZ160000,후유장애진단서(맥브라이드)(추가),,,
9258,9258,연세한강병원,병무용진단서,제증명료,,,,"20,000",,,PDZ080000,병무용진단서,,,
9259,9259,연세한강병원,병무용진단서(재발행),제증명료,,,,"1,000",,,PDZ160000,병무용진단서(재발행),,,
9260,9260,연세한강병원,총포진단서,제증명료,,,,"50,000",,,,총포진단서,,,
9261,9261,연세한강병원,상해진단서(3주미만),제증명료,,,,"100,000",,,PDZ020001,상해진단서(3주미만),,,
9262,9262,연세한강병원,상해진단서(3주미만)추가,제증명료,,,,"1,000",,,PDZ160000,상해진단서(3주미만)추가,,,
9263,9263,연세한강병원,상해진단서(3주이상),제증명료,,,,"150,000",,,PDZ020002,상해진단서(3주이상),,,
9264,9264,연세한강병원,상해진단서(3주이상)추가,제증명료,,,,"1,000",,,PDZ160000,상해진단서(3주이상)추가,,,
9265,9265,연세한강병원,영문진단서,제증명료,,,,"20,000",,,PDE010001,영문진단서,,,
9266,9266,연세한강병원,영문진단서(추가),제증명료,,,,"1,000",,,PDZ160000,영문진단서(추가),,,
9267,9267,연세한강병원,영문소견서,제증명료,,,,"20,000",,,,영문소견서,,,
9268,9268,연세한강병원,영문소견서(추가),제증명료,,,,"1,000",,,,영문소견서(추가),,,
9269,9269,연세한강병원,입퇴원확인서(장당),제증명료,,,,"1,000",,,PDZ090002,입퇴원확인서(장당),,,
9270,9270,연세한강병원,입퇴원확인서(병명),제증명료,,,,"3,000",,,PDZ090002,입퇴원확인서(병명),,,
9271,9271,연세한강병원,통원확인서(장당),제증명료,,,,"1,000",,,PDZ090004,통원확인서(장당),,,
9272,9272,연세한강병원,진료확인서,제증명료,,,,"3,000",,,PDZ090007,진료확인서,,,
9273,9273,연세한강병원,수술확인서,제증명료,,,,"3,000",,,,수술확인서,,,
9274,9274,연세한강병원,수술확인서 추가,제증명료,,,,"1,000",,,,수술확인서 추가,,,
9275,9275,연세한강병원,신체검안서,제증명료,,,,"50,000",,,PDZ040000,신체검안서,,,
9276,9276,연세한강병원,향후진료비추정서(천만원미만),제증명료,,,,"50,000",,,PDZ140001,향후진료비추정서(천만원미만),,,
9277,9277,연세한강병원,향후진료비추정서(천만원이상),제증명료,,,,"100,000",,,PDZ140002,향후진료비추정서(천만원이상),,,
9278,9278,연세한강병원,장애인증명서,제증명료,,,,"1,000",,,PDZ170000,장애인증명서,,,
9279,9279,연세한강병원,공무원채용신체검사,제증명료,,,,"40,000",,,PDZ010003,공무원채용신체검사,,,
9280,9280,연세한강병원,채용신체검사서,제증명료,,,,"30,000",,,PDZ010004,채용신체검사서,,,
9281,9281,연세한강병원,채용신체검사서 추가(장당),제증명료,,,,"1,000",,,PDZ160000,채용신체검사서 추가(장당),,,
9282,9282,연세한강병원,소견서(보험사 제출용),제증명료,,,,"10,000",,,,소견서(보험사 제출용),,,
9283,9283,연세한강병원,소견서(보험사 제출용 추가),제증명료,,,,"1,000",,,,소견서(보험사 제출용 추가),,,
9284,9284,연세한강병원,운전면허적성검사-1종 보통,제증명료,,,,"5,000",,,,운전면허적성검사-1종 보통,,,
9285,9285,연세한강병원,운전면허적성검사-1종 대형,제증명료,,,,"7,000",,,,운전면허적성검사-1종 대형,,,
9286,9286,연세한강병원,진료기록사본(1-5매),제증명료,,,,"1,000",,,PDZ110101,진료기록사본(1-5매),,,
9287,9287,연세한강병원,진료기록사본(6매 이상 1매추가),제증명료,,,,100,,,PDZ110102,진료기록사본(6매 이상 1매추가),,,
9288,9288,연세한강병원,CD copy,제증명료,,,,"10,000",,,PDZ110004,CD copy,,,
9289,9289,연세한강병원,Air Cast 에어캐스트,치료재료대,,,,"120,000",,,,Air Cast 에어캐스트,,,
9290,9290,연세한강병원,Ankle brace 앵클브레이스,치료재료대,,,,"45,000",,,,Ankle brace 앵클브레이스,,,
9291,9291,연세한강병원,할루픽,치료재료대,,,,"120,000",,,,할루픽,,,
9292,9292,연세한강병원,토스프레더,치료재료대,,,,"10,000",,,,토스프레더,,,
9293,9293,연세한강병원,할발슈,치료재료대,,,,"100,000",,,,할발슈,,,
9294,9294,연세한강병원,실리콘힐컵,치료재료대,,,,"60,000",,,,실리콘힐컵,,,
9295,9295,연세한강병원,Knee Cage 니케이지,치료재료대,,,,"140,000",,,,Knee Cage 니케이지,,,
9296,9296,연세한강병원,울트라필로우,치료재료대,,,,"120,000",,,,울트라필로우,,,
9297,9297,연세한강병원,토마스칼라,치료재료대,,,,"10,000",,,,토마스칼라,,,
9298,9298,연세한강병원,손목스프린트(좌S),치료재료대,,,,"25,000",,,,손목스프린트(좌S),,,
9299,9299,연세한강병원,손목스프린트(좌M),치료재료대,,,,"25,000",,,,손목스프린트(좌M),,,
9300,9300,연세한강병원,손목스프린트(좌L),치료재료대,,,,"25,000",,,,손목스프린트(좌L),,,
9301,9301,연세한강병원,손목스프린트(우S),치료재료대,,,,"25,000",,,,손목스프린트(우S),,,
9302,9302,연세한강병원,손목스프린트(우M),치료재료대,,,,"25,000",,,,손목스프린트(우M),,,
9303,9303,연세한강병원,손목스프린트(우L),치료재료대,,,,"25,000",,,,손목스프린트(우L),,,
9304,9304,연세한강병원,손목스프린트(좌XL),치료재료대,,,,"25,000",,,,손목스프린트(좌XL),,,
9305,9305,연세한강병원,손목스프린트(우XL),치료재료대,,,,"25,000",,,,손목스프린트(우XL),,,
9306,9306,연세한강병원,Finger splint(개구리형),치료재료대,,,,"10,000",,,,Finger splint(개구리형),,,
9307,9307,연세한강병원,포암 브레이스 XS,치료재료대,,,,"45,000",,,,포암 브레이스 XS,,,
9308,9308,연세한강병원,포암 브레이스 S,치료재료대,,,,"45,000",,,,포암 브레이스 S,,,
9309,9309,연세한강병원,포암 브레이스 M,치료재료대,,,,"45,000",,,,포암 브레이스 M,,,
9310,9310,연세한강병원,포암 브레이스 L,치료재료대,,,,"45,000",,,,포암 브레이스 L,,,
9311,9311,연세한강병원,말레핑커1호,치료재료대,,,,"25,000",,,,말레핑커1호,,,
9312,9312,연세한강병원,말레핑커2호,치료재료대,,,,"25,000",,,,말레핑커2호,,,
9313,9313,연세한강병원,말레핑커3호,치료재료대,,,,"25,000",,,,말레핑커3호,,,
9314,9314,연세한강병원,말레핑커4호,치료재료대,,,,"25,000",,,,말레핑커4호,,,
9315,9315,연세한강병원,말레핑커5호,치료재료대,,,,"25,000",,,,말레핑커5호,,,
9316,9316,연세한강병원,말레핑커5.5호,치료재료대,,,,"25,000",,,,말레핑커5.5호,,,
9317,9317,연세한강병원,말레핑커6호,치료재료대,,,,"25,000",,,,말레핑커6호,,,
